Year, Month, ClimateRegionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
6,8,1,RedMaple,59,6898.9,81.0,0.01,0.00,4.14,0.00,3.82,3.17,3.17,1.00,11.90,0.88,0.77,0.28,0.88,1.00,440,25000,21620,6979.9,21.0,16.49,24.74,7.75,11.63,0.00,0.68,0.68,12.34,24.74,4.15,0.00,
6,8,1,RedOak,57,1898.0,28.9,0.00,0.00,1.14,0.00,3.82,0.74,0.74,1.00,11.90,1.27,0.29,0.39,0.88,1.00,380,25000,21658,1926.9,21.0,7.39,11.08,3.47,5.21,0.00,0.34,0.34,6.25,11.08,1.14,0.00,
6,9,1,RedOak,102,2109.8,44.5,0.02,0.00,1.27,44.51,5.96,0.81,0.81,1.00,11.74,1.39,0.32,0.96,0.52,1.00,380,25000,21676,2154.4,15.9,11.68,17.52,5.49,8.23,0.00,0.54,0.54,10.39,-26.99,1.29,44.51,
6,9,1,RedOak,67,2004.4,42.7,0.00,0.00,1.20,42.69,5.96,0.77,0.77,1.00,11.74,1.33,0.31,0.96,0.52,1.00,380,25000,21659,2047.1,15.9,11.29,16.93,5.30,7.96,0.00,0.52,0.52,10.08,-25.76,1.21,42.69,
6,9,1,RedMaple,67,8401.3,113.2,0.02,0.00,5.04,113.16,5.96,3.61,3.61,1.00,11.75,0.87,0.82,0.79,0.52,1.00,440,25000,21643,8514.4,15.9,28.75,43.12,13.51,20.27,0.00,1.19,1.19,23.69,-70.04,5.06,113.16,
6,9,1,RedMaple,59,6911.3,105.7,0.01,0.00,4.15,105.73,5.96,3.17,3.17,1.00,11.75,0.88,0.77,0.79,0.52,1.00,440,25000,21597,7017.0,15.9,27.54,41.31,12.94,19.41,0.00,1.14,1.14,23.38,-64.43,4.15,105.73,
6,9,1,RedOak,57,1904.2,40.0,0.00,0.00,1.14,39.97,5.96,0.74,0.74,1.00,11.74,1.27,0.29,0.96,0.52,1.00,380,25000,21555,1944.2,15.9,11.09,16.63,5.21,7.82,0.00,0.51,0.51,9.95,-23.34,1.14,39.97,
6,10,1,RedOak,102,2120.2,17.5,0.02,0.00,1.27,17.52,2.19,0.82,0.82,1.00,11.54,1.87,0.32,0.63,0.19,1.00,380,25000,21541,2137.8,10.4,2.88,4.32,1.35,2.03,0.00,0.13,0.13,1.58,-13.20,1.30,17.52,
6,10,1,RedOak,67,2014.5,16.9,0.00,0.00,1.21,16.93,2.19,0.78,0.78,1.00,11.54,1.79,0.31,0.63,0.19,1.00,380,25000,21530,2031.4,10.4,2.78,4.18,1.31,1.96,0.00,0.13,0.13,1.57,-12.75,1.21,16.93,
6,10,1,RedMaple,67,8424.9,43.1,0.02,0.00,5.05,43.12,2.19,3.61,3.61,1.00,11.55,1.79,0.82,0.49,0.19,1.00,440,25000,21519,8468.1,10.4,6.77,10.15,3.18,4.77,0.00,0.28,0.28,1.70,-32.97,5.07,43.12,
6,10,1,RedMaple,59,6934.7,41.3,0.01,0.00,4.16,41.31,2.19,3.18,3.18,1.00,11.55,1.73,0.78,0.49,0.19,1.00,440,25000,21487,6976.0,10.4,6.47,9.70,3.04,4.56,0.00,0.27,0.27,2.30,-31.61,4.17,41.31,
6,10,1,RedOak,57,1914.1,16.6,0.00,0.00,1.15,16.63,2.19,0.74,0.74,1.00,11.54,1.69,0.29,0.63,0.19,1.00,380,25000,21458,1930.8,10.4,2.72,4.08,1.28,1.92,0.00,0.13,0.13,1.57,-12.56,1.15,16.63,
6,11,1,RedOak,102,2121.8,4.3,0.02,0.00,1.27,4.32,2.87,0.00,0.82,0.84,11.74,2.06,0.00,1.00,0.08,1.00,380,25000,21447,2126.1,7.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.30,-4.32,1.30,4.32,
6,11,1,RedOak,67,2016.1,4.2,0.00,0.00,1.21,4.18,2.87,0.00,0.78,0.83,11.74,1.97,0.00,1.00,0.08,1.00,380,25000,21441,2020.3,7.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.21,-4.18,1.21,4.18,
6,11,1,RedMaple,67,8426.6,10.2,0.02,0.00,5.06,10.15,2.87,0.00,3.61,0.99,11.74,2.14,0.00,1.00,0.08,1.00,440,25000,21435,8436.8,7.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.07,-10.15,5.07,10.15,
6,11,1,RedMaple,59,6937.0,9.7,0.01,0.00,4.16,9.70,2.87,0.00,3.18,0.98,11.74,2.07,0.00,1.00,0.08,1.00,440,25000,21420,6946.7,7.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.17,-9.70,4.17,9.70,
6,11,1,RedOak,57,1915.7,4.1,0.00,0.00,1.15,4.08,2.87,0.00,0.74,0.82,11.74,1.87,0.00,1.00,0.08,1.00,380,25000,21406,1919.8,7.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,-4.08,1.15,4.08,
6,12,1,RedOak,102,2120.5,0.0,0.02,0.00,1.27,0.00,2.84,0.00,0.82,0.00,12.19,2.10,0.00,1.00,0.01,1.00,380,25000,21401,2120.5,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.30,0.00,1.30,0.00,
6,12,1,RedOak,67,2014.9,0.0,0.00,0.00,1.21,0.00,2.84,0.00,0.78,0.00,12.18,2.01,0.00,1.00,0.01,1.00,380,25000,21400,2014.9,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.21,0.00,1.21,0.00,
6,12,1,RedMaple,67,8421.6,0.0,0.02,0.00,5.05,0.00,2.84,0.00,3.61,0.00,12.19,2.22,0.00,1.00,0.01,1.00,440,25000,21399,8421.6,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.07,0.00,5.07,0.00,
6,12,1,RedMaple,59,6932.8,0.0,0.01,0.00,4.16,0.00,2.84,0.00,3.18,0.00,12.19,2.15,0.00,1.00,0.01,1.00,440,25000,21394,6932.8,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.17,0.00,4.17,0.00,
6,12,1,RedOak,57,1914.6,0.0,0.00,0.00,1.15,0.00,2.84,0.00,0.74,0.00,12.18,1.92,0.00,1.00,0.01,1.00,380,25000,21390,1914.6,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,0.00,1.15,0.00,
6,1,1,RedOak,102,2119.2,0.0,0.02,0.00,1.27,0.00,2.24,0.00,0.82,0.00,12.52,2.10,0.00,0.01,0.00,1.00,380,25000,21389,2119.2,-5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.30,0.00,1.30,0.00,
6,1,1,RedOak,67,2013.7,0.0,0.00,0.00,1.21,0.00,2.24,0.00,0.78,0.00,12.52,2.01,0.00,0.01,0.00,1.00,380,25000,21387,2013.7,-5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.21,0.00,1.21,0.00,
6,1,1,RedMaple,67,8416.5,0.0,0.02,0.00,5.05,0.00,2.24,0.00,3.61,0.00,12.52,2.22,0.00,0.01,0.00,1.00,440,25000,21386,8416.5,-5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.07,0.00,5.07,0.00,
6,1,1,RedMaple,59,6928.6,0.0,0.01,0.00,4.16,0.00,2.24,0.00,3.18,0.00,12.52,2.15,0.00,0.01,0.00,1.00,440,25000,21381,6928.6,-5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.16,0.00,4.16,0.00,
6,1,1,RedOak,57,1913.4,0.0,0.00,0.00,1.15,0.00,2.24,0.00,0.74,0.00,12.51,1.92,0.00,0.01,0.00,1.00,380,25000,21377,1913.4,-5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,0.00,1.15,0.00,
6,2,1,RedOak,102,2117.9,0.0,0.02,0.00,1.27,0.00,2.73,0.00,0.81,0.00,12.52,2.10,0.00,0.01,0.00,1.00,380,25000,21376,2117.9,-4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.30,0.00,1.30,0.00,
6,2,1,RedOak,67,2012.4,0.0,0.00,0.00,1.21,0.00,2.73,0.00,0.78,0.00,12.52,2.01,0.00,0.01,0.00,1.00,380,25000,21375,2012.4,-4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.21,0.00,1.21,0.00,
6,2,1,RedMaple,67,8411.4,0.0,0.02,0.00,5.05,0.00,2.73,0.00,3.61,0.00,12.52,2.22,0.00,0.01,0.00,1.00,440,25000,21374,8411.4,-4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.06,0.00,5.06,0.00,
6,2,1,RedMaple,59,6924.5,0.0,0.01,0.00,4.15,0.00,2.73,0.00,3.17,0.00,12.52,2.15,0.00,0.01,0.00,1.00,440,25000,21369,6924.5,-4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.16,0.00,4.16,0.00,
6,2,1,RedOak,57,1912.3,0.0,0.00,0.00,1.15,0.00,2.73,0.00,0.74,0.00,12.52,1.92,0.00,0.01,0.00,1.00,380,25000,21365,1912.3,-4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,0.00,1.15,0.00,
6,3,1,RedOak,102,2116.6,0.0,0.02,0.00,1.27,0.00,5.74,0.00,0.81,0.00,12.54,2.10,0.00,0.01,0.00,1.00,380,25000,21364,2116.6,-2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.29,0.00,1.29,0.00,
6,3,1,RedOak,67,2011.2,0.0,0.00,0.00,1.21,0.00,5.74,0.00,0.78,0.00,12.54,2.01,0.00,0.01,0.00,1.00,380,25000,21363,2011.2,-2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.21,0.00,1.21,0.00,
6,3,1,RedMaple,67,8406.4,0.0,0.02,0.00,5.04,0.00,5.74,0.00,3.61,0.00,12.54,2.22,0.00,0.01,0.00,1.00,440,25000,21362,8406.4,-2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.06,0.00,5.06,0.00,
6,3,1,RedMaple,59,6920.3,0.0,0.01,0.00,4.15,0.00,5.74,0.00,3.17,0.00,12.54,2.15,0.00,0.01,0.00,1.00,440,25000,21357,6920.3,-2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.16,0.00,4.16,0.00,
6,3,1,RedOak,57,1911.1,0.0,0.00,0.00,1.15,0.00,5.74,0.00,0.74,0.00,12.54,1.92,0.00,0.01,0.00,1.00,380,25000,21353,1911.1,-2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.15,0.00,1.15,0.00,
6,4,1,RedOak,102,2115.3,0.0,0.02,0.00,1.27,0.00,12.45,0.10,0.81,0.00,12.50,2.10,0.05,1.00,0.07,1.00,380,25000,21351,2115.3,6.5,0.24,0.36,0.11,0.17,0.01,0.00,0.01,-1.05,0.36,1.29,0.00,
6,4,1,RedOak,67,2010.0,0.0,0.00,0.00,1.21,0.00,12.45,0.10,0.78,0.00,12.49,2.01,0.05,1.00,0.07,1.00,380,25000,21350,2010.0,6.5,0.25,0.37,0.12,0.18,0.01,0.00,0.01,-0.96,0.37,1.21,0.00,
6,4,1,RedMaple,67,8401.3,0.0,0.02,0.00,5.04,0.00,12.45,0.10,3.61,0.00,12.50,2.22,0.05,1.00,0.07,1.00,440,25000,21349,8401.3,6.5,0.28,0.43,0.13,0.20,0.01,0.00,0.01,-4.77,0.43,5.06,0.00,
6,4,1,RedMaple,59,6916.1,0.0,0.01,0.00,4.15,0.00,12.45,0.10,3.17,0.00,12.50,2.15,0.05,1.00,0.07,1.00,440,25000,21344,6916.1,6.5,0.29,0.43,0.14,0.20,0.01,0.00,0.01,-3.87,0.43,4.16,0.00,
6,4,1,RedOak,57,1910.0,0.0,0.00,0.00,1.15,0.00,12.45,0.10,0.74,0.00,12.49,1.92,0.05,1.00,0.07,1.00,380,25000,21340,1910.0,6.5,0.25,0.38,0.12,0.18,0.01,0.00,0.01,-0.90,0.38,1.15,0.00,
6,5,1,RedOak,102,2114.3,0.4,0.02,0.00,1.27,0.00,7.93,0.12,0.81,0.14,12.70,2.09,0.05,1.00,0.38,1.00,380,25000,21340,2114.6,13.9,1.57,2.36,0.74,1.11,0.07,0.00,0.07,0.28,2.36,1.29,0.00,
6,5,1,RedOak,67,2009.1,0.4,0.00,0.00,1.21,0.00,7.93,0.11,0.78,0.15,12.70,2.00,0.05,1.00,0.38,1.00,380,25000,21343,2009.4,13.9,1.56,2.34,0.73,1.10,0.07,0.00,0.07,0.35,2.34,1.21,0.00,
6,5,1,RedMaple,67,8396.5,0.4,0.02,0.00,5.04,0.00,7.93,0.59,3.61,0.16,12.71,2.21,0.24,1.00,0.38,1.00,440,25000,21346,8397.0,13.9,8.46,12.70,3.98,5.97,0.35,0.00,0.35,3.41,12.70,5.05,0.00,
6,5,1,RedMaple,59,6912.3,0.4,0.01,0.00,4.15,0.00,7.93,0.53,3.17,0.17,12.71,2.14,0.22,1.00,0.38,1.00,440,25000,21363,6912.7,13.9,7.61,11.42,3.58,5.37,0.31,0.00,0.31,3.46,11.42,4.15,0.00,
6,5,1,RedOak,57,1909.1,0.4,0.00,0.00,1.15,0.00,7.93,0.11,0.74,0.15,12.70,1.90,0.05,1.00,0.38,1.00,380,25000,21378,1909.4,13.9,1.49,2.23,0.70,1.05,0.07,0.00,0.07,0.34,2.23,1.15,0.00,
6,6,1,RedOak,103,2114.6,2.7,0.03,0.00,1.27,0.00,6.52,0.56,0.81,0.68,13.26,2.02,0.23,0.72,0.72,1.00,380,25000,21381,2117.3,18.5,9.26,13.89,4.35,6.53,0.43,0.00,0.43,7.97,13.89,1.29,0.00,
6,6,1,RedOak,68,2009.4,2.7,0.00,0.00,1.21,0.00,6.52,0.53,0.78,0.68,13.26,1.93,0.22,0.72,0.72,1.00,380,25000,21403,2012.1,18.5,8.85,13.28,4.16,6.24,0.41,0.00,0.41,7.64,13.28,1.21,0.00,
6,6,1,RedMaple,68,8400.0,13.1,0.02,0.00,5.04,0.00,6.52,3.59,3.61,1.00,13.26,1.86,0.82,0.57,0.72,1.00,440,25000,21424,8413.1,18.5,30.10,45.15,14.15,21.22,1.24,0.00,1.24,25.04,45.15,5.06,0.00,
6,6,1,RedMaple,60,6915.7,11.9,0.01,0.00,4.15,0.00,6.52,3.15,3.17,0.99,13.26,1.82,0.77,0.57,0.72,1.00,440,25000,21494,6927.6,18.5,28.14,42.21,13.23,19.84,1.16,0.00,1.16,23.98,42.21,4.16,0.00,
6,6,1,RedOak,58,1909.4,2.6,0.00,0.00,1.15,0.00,6.52,0.50,0.74,0.67,13.26,1.84,0.21,0.72,0.72,1.00,380,25000,21560,1912.0,18.5,8.08,12.12,3.80,5.70,0.37,0.00,0.37,6.93,12.12,1.15,0.00,
7,7,1,RedOak,103,2122.5,16.6,0.03,0.00,1.27,0.00,2.81,0.82,0.82,1.00,13.85,1.59,0.32,0.25,0.94,1.00,380,25000,21579,2139.1,22.2,5.59,8.38,2.63,3.94,0.00,0.26,0.26,4.29,8.38,1.30,0.00,
7,7,1,RedOak,68,2017.1,16.0,0.00,0.00,1.21,0.00,2.81,0.78,0.78,1.00,13.85,1.52,0.31,0.25,0.94,1.00,380,25000,21591,2033.1,22.2,5.37,8.06,2.53,3.79,0.00,0.25,0.25,4.16,8.06,1.21,0.00,
7,7,1,RedMaple,68,8425.0,58.3,0.02,0.00,5.05,0.00,2.81,3.61,3.61,1.00,13.85,0.62,0.82,0.16,0.94,1.00,440,25000,21603,8483.3,22.2,10.49,15.73,4.93,7.40,0.00,0.43,0.43,5.42,15.73,5.07,0.00,
7,7,1,RedMaple,60,6939.7,54.1,0.01,0.00,4.16,0.00,2.81,3.18,3.18,1.00,13.85,0.66,0.78,0.16,0.94,1.00,440,25000,21624,6993.8,22.2,9.92,14.88,4.66,6.99,0.00,0.41,0.41,5.74,14.88,4.17,0.00,
7,7,1,RedOak,58,1916.3,14.7,0.00,0.00,1.15,0.00,2.81,0.74,0.74,1.00,13.85,1.46,0.29,0.25,0.94,1.00,380,25000,21645,1931.1,22.2,5.11,7.66,2.40,3.60,0.00,0.24,0.24,3.96,7.66,1.15,0.00,
7,8,1,RedOak,103,2126.8,25.0,0.03,0.00,1.28,0.00,7.25,0.82,0.82,1.00,13.70,1.59,0.32,0.73,0.91,1.00,380,25000,21656,2151.8,21.5,15.64,23.46,7.35,11.02,0.00,0.72,0.72,14.34,23.46,1.30,0.00,
7,8,1,RedOak,68,2021.2,24.1,0.00,0.00,1.21,0.00,7.25,0.78,0.78,1.00,13.70,1.52,0.31,0.73,0.91,1.00,380,25000,21694,2045.3,21.5,14.94,22.41,7.02,10.53,0.00,0.69,0.69,13.72,22.41,1.22,0.00,
7,8,1,RedMaple,68,8430.4,74.0,0.02,0.00,5.06,0.00,7.25,3.61,3.61,1.00,13.71,0.62,0.82,0.58,0.91,1.00,440,25000,21730,8504.4,21.5,36.49,54.73,17.15,25.72,0.00,1.51,1.51,31.41,54.73,5.07,0.00,
7,8,1,RedMaple,60,6945.5,68.9,0.01,0.00,4.17,0.00,7.25,3.18,3.18,1.00,13.71,0.66,0.78,0.58,0.91,1.00,440,25000,21816,7014.4,21.5,33.99,50.98,15.98,23.96,0.00,1.40,1.40,29.81,50.98,4.18,0.00,
7,8,1,RedOak,58,1920.3,22.4,0.00,0.00,1.15,0.00,7.25,0.74,0.75,1.00,13.70,1.46,0.30,0.73,0.91,1.00,380,25000,21897,1942.7,21.5,13.73,20.60,6.45,9.68,0.00,0.63,0.63,12.58,20.60,1.15,0.00,
7,9,1,RedOak,103,2141.2,48.5,0.03,0.00,1.28,48.45,7.58,0.82,0.82,1.00,13.37,1.59,0.32,1.00,0.52,1.00,380,25000,21930,2189.6,15.9,11.70,17.55,5.50,8.25,0.00,0.54,0.54,10.39,-30.90,1.31,48.45,
7,9,1,RedOak,68,2035.0,46.5,0.00,0.00,1.22,46.46,7.58,0.79,0.79,1.00,13.37,1.52,0.31,1.00,0.52,1.00,380,25000,21910,2081.4,15.9,11.33,16.99,5.32,7.98,0.00,0.52,0.52,10.10,-29.48,1.22,46.46,
7,9,1,RedMaple,68,8461.8,128.7,0.02,0.00,5.08,128.73,7.58,3.62,3.62,1.00,13.37,0.62,0.82,1.00,0.52,1.00,440,25000,21891,8590.6,15.9,34.89,52.33,16.40,24.60,0.00,1.44,1.44,29.79,-76.40,5.09,128.73,
7,9,1,RedMaple,60,6975.3,119.9,0.01,0.00,4.19,119.92,7.58,3.19,3.19,1.00,13.37,0.66,0.78,1.00,0.52,1.00,440,25000,21844,7095.2,15.9,33.49,50.24,15.74,23.61,0.00,1.38,1.38,29.30,-69.68,4.19,119.92,
7,9,1,RedOak,58,1932.9,43.0,0.00,0.00,1.16,42.99,7.58,0.75,0.75,1.00,13.36,1.46,0.30,1.00,0.52,1.00,380,25000,21803,1975.9,15.9,11.16,16.74,5.25,7.87,0.00,0.52,0.52,10.00,-26.24,1.16,42.99,
7,10,1,RedOak,103,2151.5,17.6,0.03,0.00,1.29,17.55,7.08,0.83,0.83,1.00,12.95,2.11,0.32,1.00,0.21,1.00,380,25000,21787,2169.1,11.0,4.97,7.45,2.34,3.50,0.00,0.23,0.23,3.65,-10.10,1.32,17.55,
7,10,1,RedOak,68,2045.1,17.0,0.00,0.00,1.23,16.99,7.08,0.79,0.79,1.00,12.95,2.02,0.31,1.00,0.21,1.00,380,25000,21780,2062.0,11.0,4.80,7.20,2.26,3.38,0.00,0.22,0.22,3.57,-9.79,1.23,16.99,
7,10,1,RedMaple,68,8491.6,52.3,0.02,0.00,5.09,52.33,7.08,3.63,3.63,1.00,12.95,1.66,0.82,1.00,0.21,1.00,440,25000,21773,8543.9,11.0,14.71,22.06,6.91,10.37,0.00,0.61,0.61,9.59,-30.27,5.11,52.33,
7,10,1,RedMaple,60,7004.6,50.2,0.01,0.00,4.20,50.24,7.08,3.20,3.20,1.00,12.95,1.63,0.78,1.00,0.21,1.00,440,25000,21753,7054.8,11.0,14.04,21.05,6.60,9.90,0.00,0.58,0.58,9.82,-29.19,4.21,50.24,
7,10,1,RedOak,58,1942.9,16.7,0.00,0.00,1.17,16.74,7.08,0.75,0.75,1.00,12.95,1.92,0.30,1.00,0.21,1.00,380,25000,21734,1959.6,11.0,4.66,6.99,2.19,3.29,0.00,0.22,0.22,3.50,-9.75,1.17,16.74,
7,11,1,RedOak,103,2155.2,7.5,0.03,0.00,1.29,7.45,1.55,0.00,0.83,0.96,12.97,2.30,0.00,1.00,0.02,1.00,380,25000,21728,2162.7,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,-7.45,1.32,7.45,
7,11,1,RedOak,68,2048.6,7.2,0.00,0.00,1.23,7.20,1.55,0.00,0.79,0.95,12.97,2.20,0.00,1.00,0.02,1.00,380,25000,21719,2055.8,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,-7.20,1.23,7.20,
7,11,1,RedMaple,68,8501.2,22.1,0.02,0.00,5.10,22.06,1.55,0.00,3.63,1.00,12.98,2.09,0.00,1.00,0.02,1.00,440,25000,21711,8523.3,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.12,-22.06,5.12,22.06,
7,11,1,RedMaple,60,7014.4,21.1,0.01,0.00,4.21,21.05,1.55,0.00,3.20,1.00,12.98,2.04,0.00,1.00,0.02,1.00,440,25000,21684,7035.5,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.22,-21.05,4.22,21.05,
7,11,1,RedOak,58,1946.4,7.0,0.00,0.00,1.17,6.99,1.55,0.00,0.75,0.95,12.97,2.10,0.00,1.00,0.02,1.00,380,25000,21659,1953.4,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.17,-6.99,1.17,6.99,
7,12,1,RedOak,103,2153.9,0.0,0.03,0.00,1.29,0.00,2.41,0.00,0.83,0.00,13.28,2.38,0.00,0.01,0.01,1.00,380,25000,21651,2153.9,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,0.00,1.32,0.00,
7,12,1,RedOak,68,2047.4,0.0,0.00,0.00,1.23,0.00,2.41,0.00,0.79,0.00,13.28,2.28,0.00,0.01,0.01,1.00,380,25000,21650,2047.4,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,0.00,1.23,0.00,
7,12,1,RedMaple,68,8496.1,0.0,0.02,0.00,5.10,0.00,2.41,0.00,3.63,0.00,13.29,2.27,0.00,0.01,0.01,1.00,440,25000,21649,8496.1,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.11,0.00,5.11,0.00,
7,12,1,RedMaple,60,7010.2,0.0,0.01,0.00,4.21,0.00,2.41,0.00,3.20,0.00,13.29,2.21,0.00,0.01,0.01,1.00,440,25000,21643,7010.2,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.21,0.00,4.21,0.00,
7,12,1,RedOak,58,1945.2,0.0,0.00,0.00,1.17,0.00,2.41,0.00,0.75,0.00,13.28,2.18,0.00,0.01,0.01,1.00,380,25000,21638,1945.2,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.17,0.00,1.17,0.00,
7,1,1,RedOak,103,2152.6,0.0,0.03,0.00,1.29,0.00,3.72,0.00,0.83,0.00,13.29,2.38,0.00,0.01,0.00,1.00,380,25000,21637,2152.6,-2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,0.00,1.32,0.00,
7,1,1,RedOak,68,2046.2,0.0,0.00,0.00,1.23,0.00,3.72,0.00,0.79,0.00,13.29,2.28,0.00,0.01,0.00,1.00,380,25000,21636,2046.2,-2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,0.00,1.23,0.00,
7,1,1,RedMaple,68,8491.0,0.0,0.02,0.00,5.09,0.00,3.72,0.00,3.63,0.00,13.29,2.27,0.00,0.01,0.00,1.00,440,25000,21634,8491.0,-2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.11,0.00,5.11,0.00,
7,1,1,RedMaple,60,7006.0,0.0,0.01,0.00,4.20,0.00,3.72,0.00,3.20,0.00,13.29,2.21,0.00,0.01,0.00,1.00,440,25000,21629,7006.0,-2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.21,0.00,4.21,0.00,
7,1,1,RedOak,58,1944.0,0.0,0.00,0.00,1.17,0.00,3.72,0.00,0.75,0.00,13.29,2.18,0.00,0.01,0.00,1.00,380,25000,21625,1944.0,-2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.17,0.00,1.17,0.00,
7,2,1,RedOak,103,2151.2,0.0,0.03,0.00,1.29,0.00,5.83,0.00,0.83,0.00,13.29,2.38,0.00,0.01,0.01,1.00,380,25000,21623,2151.2,-0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,0.00,1.32,0.00,
7,2,1,RedOak,68,2044.9,0.0,0.00,0.00,1.23,0.00,5.83,0.00,0.79,0.00,13.29,2.28,0.00,0.01,0.01,1.00,380,25000,21621,2044.9,-0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,0.00,1.23,0.00,
7,2,1,RedMaple,68,8485.9,0.0,0.02,0.00,5.09,0.00,5.83,0.00,3.63,0.00,13.29,2.27,0.00,0.01,0.01,1.00,440,25000,21620,8485.9,-0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.11,0.00,5.11,0.00,
7,2,1,RedMaple,60,7001.8,0.0,0.01,0.00,4.20,0.00,5.83,0.00,3.20,0.00,13.29,2.21,0.00,0.01,0.01,1.00,440,25000,21615,7001.8,-0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.21,0.00,4.21,0.00,
7,2,1,RedOak,58,1942.9,0.0,0.00,0.00,1.17,0.00,5.83,0.00,0.75,0.00,13.29,2.18,0.00,0.01,0.01,1.00,380,25000,21611,1942.9,-0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.17,0.00,1.17,0.00,
7,3,1,RedOak,103,2149.9,0.0,0.03,0.00,1.29,0.00,8.74,0.00,0.83,0.00,13.24,2.38,0.00,1.00,0.06,1.00,380,25000,21610,2149.9,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,0.00,1.32,0.00,
7,3,1,RedOak,68,2043.7,0.0,0.00,0.00,1.23,0.00,8.74,0.00,0.79,0.00,13.24,2.28,0.00,1.00,0.06,1.00,380,25000,21609,2043.7,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23,0.00,1.23,0.00,
7,3,1,RedMaple,68,8480.8,0.0,0.02,0.00,5.09,0.00,8.74,0.00,3.63,0.00,13.24,2.27,0.00,1.00,0.06,1.00,440,25000,21608,8480.8,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.11,0.00,5.11,0.00,
7,3,1,RedMaple,60,6997.6,0.0,0.01,0.00,4.20,0.00,8.74,0.00,3.20,0.00,13.24,2.21,0.00,1.00,0.06,1.00,440,25000,21603,6997.6,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.21,0.00,4.21,0.00,
7,3,1,RedOak,58,1941.7,0.0,0.00,0.00,1.17,0.00,8.74,0.00,0.75,0.00,13.24,2.18,0.00,1.00,0.06,1.00,380,25000,21599,1941.7,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.17,0.00,1.17,0.00,
