"id","species","type","age","dbh","height","crown_r","crown_l","crown_a","ba"
253,"ACRU","adult",NA,12,NA,NA,NA,NA,NA
254,"ACRU","adult",NA,13,NA,NA,NA,NA,NA
255,"ACRU","adult",NA,18.6,NA,NA,NA,NA,NA
256,"ACRU","adult",NA,14.2,NA,NA,NA,NA,NA
257,"ACRU","adult",NA,12.1,NA,NA,NA,NA,NA
258,"ACRU","adult",NA,11.5,NA,NA,NA,NA,NA
259,"ACRU","adult",NA,12.8,NA,NA,NA,NA,NA
260,"ACRU","adult",NA,11.1,NA,NA,NA,NA,NA
261,"ACRU","adult",NA,15.3,NA,NA,NA,NA,NA
262,"QURU","adult",NA,23,NA,NA,NA,NA,NA
263,"BEPO","adult",NA,16.6,NA,NA,NA,NA,NA
265,"BEPO","adult",NA,21.7,NA,NA,NA,NA,NA
266,"BEPO","adult",NA,20,NA,NA,NA,NA,NA
267,"BEPO","adult",NA,20.1,NA,NA,NA,NA,NA
268,"BEPO","adult",NA,22,NA,NA,NA,NA,NA
269,"BEPO","adult",NA,27.5,NA,NA,NA,NA,NA
270,"ACRU","adult",NA,12.9,NA,NA,NA,NA,NA
271,"ACRU","adult",NA,10.4,NA,NA,NA,NA,NA
272,"ACRU","adult",NA,21.1,NA,NA,NA,NA,NA
273,"ACRU","adult",NA,13.8,NA,NA,NA,NA,NA
274,"BEPO","adult",NA,24.2,NA,NA,NA,NA,NA
275,"QURU","adult",NA,10.1,NA,NA,NA,NA,NA
276,"ACRU","adult",NA,11.1,NA,NA,NA,NA,NA
277,"QURU","adult",NA,22.8,NA,NA,NA,NA,NA
278,"ACRU","adult",NA,14.9,NA,NA,NA,NA,NA
279,"ACRU","adult",NA,12.8,NA,NA,NA,NA,NA
280,"QURU","adult",NA,22.4,NA,NA,NA,NA,NA
726,"QURU","adult",NA,33.1,NA,NA,NA,NA,NA
217,"TSCA","adult",NA,26.8,NA,NA,NA,NA,NA
351,"TSCA","adult",NA,20.1,NA,NA,NA,NA,NA
352,"QURU","adult",NA,43.6,NA,NA,NA,NA,NA
353,"QURU","adult",NA,38.8,NA,NA,NA,NA,NA
354,"ACRU","adult",NA,23.7,NA,NA,NA,NA,NA
355,"BEAL","adult",NA,11.7,NA,NA,NA,NA,NA
356,"QURU","adult",NA,35,NA,NA,NA,NA,NA
359,"PIST","adult",NA,13.9,NA,NA,NA,NA,NA
360,"BEAL","adult",NA,16.4,NA,NA,NA,NA,NA
361,"QURU","adult",NA,56.2,NA,NA,NA,NA,NA
362,"QURU","adult",NA,40.4,NA,NA,NA,NA,NA
363,"QURU","adult",NA,33.2,NA,NA,NA,NA,NA
366,"QURU","adult",NA,34,NA,NA,NA,NA,NA
367,"QURU","adult",NA,43.3,NA,NA,NA,NA,NA
376,"ACRU","adult",NA,18.3,NA,NA,NA,NA,NA
377,"ACRU","adult",NA,10.5,NA,NA,NA,NA,NA
378,"QURU","adult",NA,51.6,NA,NA,NA,NA,NA
379,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
380,"ACRU","adult",NA,20.4,NA,NA,NA,NA,NA
381,"ACRU","adult",NA,16.7,NA,NA,NA,NA,NA
382,"ACRU","adult",NA,20,NA,NA,NA,NA,NA
384,"ACRU","adult",NA,19.1,NA,NA,NA,NA,NA
385,"ACRU","adult",NA,15,NA,NA,NA,NA,NA
386,"QURU","adult",NA,38.2,NA,NA,NA,NA,NA
388,"FAGR","adult",NA,11.3,NA,NA,NA,NA,NA
389,"ACRU","adult",NA,14.8,NA,NA,NA,NA,NA
390,"QURU","adult",NA,47.1,NA,NA,NA,NA,NA
391,"QURU","adult",NA,44.8,NA,NA,NA,NA,NA
392,"QURU","adult",NA,53.9,NA,NA,NA,NA,NA
401,"ACRU","adult",NA,17,NA,NA,NA,NA,NA
402,"ACRU","adult",NA,28.6,NA,NA,NA,NA,NA
403,"ACRU","adult",NA,26.3,NA,NA,NA,NA,NA
404,"ACRU","adult",NA,25.2,NA,NA,NA,NA,NA
405,"BEAL","adult",NA,17.1,NA,NA,NA,NA,NA
406,"FRAM","adult",NA,17.6,NA,NA,NA,NA,NA
407,"ACRU","adult",NA,17.4,NA,NA,NA,NA,NA
408,"ACRU","adult",NA,16.9,NA,NA,NA,NA,NA
409,"PRSE","adult",NA,23.8,NA,NA,NA,NA,NA
410,"FRAM","adult",NA,18.1,NA,NA,NA,NA,NA
411,"ACRU","adult",NA,22.7,NA,NA,NA,NA,NA
412,"ACRU","adult",NA,19.7,NA,NA,NA,NA,NA
413,"ACRU","adult",NA,22.2,NA,NA,NA,NA,NA
414,"BEAL","adult",NA,12.9,NA,NA,NA,NA,NA
415,"ACRU","adult",NA,24.1,NA,NA,NA,NA,NA
416,"ACRU","adult",NA,28.4,NA,NA,NA,NA,NA
417,"ACRU","adult",NA,17.4,NA,NA,NA,NA,NA
418,"FRAM","adult",NA,26.1,NA,NA,NA,NA,NA
419,"BEAL","adult",NA,13.6,NA,NA,NA,NA,NA
421,"FRAM","adult",NA,39.2,NA,NA,NA,NA,NA
423,"ACRU","adult",NA,24,NA,NA,NA,NA,NA
424,"BEAL","adult",NA,16.8,NA,NA,NA,NA,NA
425,"FRAM","adult",NA,19.7,NA,NA,NA,NA,NA
426,"FRAM","adult",NA,20,NA,NA,NA,NA,NA
453,"PIGL","adult",NA,21.3,NA,NA,NA,NA,NA
454,"PIGL","adult",NA,16.5,NA,NA,NA,NA,NA
455,"ACRU","adult",NA,10.5,NA,NA,NA,NA,NA
456,"ACRU","adult",NA,17.1,NA,NA,NA,NA,NA
458,"QURU","adult",NA,22.8,NA,NA,NA,NA,NA
459,"QURU","adult",NA,37.2,NA,NA,NA,NA,NA
462,"QUVE","adult",NA,34,NA,NA,NA,NA,NA
463,"ACRU","adult",NA,12.8,NA,NA,NA,NA,NA
464,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
465,"ACRU","adult",NA,15.4,NA,NA,NA,NA,NA
466,"QURU","adult",NA,25.7,NA,NA,NA,NA,NA
467,"PIGL","adult",NA,18.1,NA,NA,NA,NA,NA
468,"PIGL","adult",NA,17.3,NA,NA,NA,NA,NA
469,"QURU","adult",NA,36.6,NA,NA,NA,NA,NA
472,"QURU","adult",NA,19.9,NA,NA,NA,NA,NA
474,"QURU","adult",NA,39.5,NA,NA,NA,NA,NA
475,"ACRU","adult",NA,9.7,NA,NA,NA,NA,NA
476,"PIGL","adult",NA,10.3,NA,NA,NA,NA,NA
477,"ACRU","adult",NA,11.7,NA,NA,NA,NA,NA
478,"PIGL","adult",NA,17.9,NA,NA,NA,NA,NA
479,"ACRU","adult",NA,11.7,NA,NA,NA,NA,NA
481,"PIGL","adult",NA,15.8,NA,NA,NA,NA,NA
483,"TSCA","adult",NA,11.1,NA,NA,NA,NA,NA
484,"FAGR","adult",NA,10.7,NA,NA,NA,NA,NA
485,"FAGR","adult",NA,26.1,NA,NA,NA,NA,NA
486,"PIGL","adult",NA,10.1,NA,NA,NA,NA,NA
487,"ACRU","adult",NA,22.4,NA,NA,NA,NA,NA
488,"PIGL","adult",NA,11.4,NA,NA,NA,NA,NA
489,"ACRU","adult",NA,31,NA,NA,NA,NA,NA
491,"ACRU","adult",NA,26.9,NA,NA,NA,NA,NA
492,"PIGL","adult",NA,17.6,NA,NA,NA,NA,NA
493,"PIGL","adult",NA,17.4,NA,NA,NA,NA,NA
494,"ACRU","adult",NA,23.8,NA,NA,NA,NA,NA
495,"PIGL","adult",NA,13.4,NA,NA,NA,NA,NA
496,"PIGL","adult",NA,24.3,NA,NA,NA,NA,NA
498,"ACRU","adult",NA,19.8,NA,NA,NA,NA,NA
499,"PIGL","adult",NA,20.7,NA,NA,NA,NA,NA
501,"QUVE","adult",NA,29.5,NA,NA,NA,NA,NA
502,"ACRU","adult",NA,12.5,NA,NA,NA,NA,NA
503,"BEPO","adult",NA,16.2,NA,NA,NA,NA,NA
504,"QURU","adult",NA,14.8,NA,NA,NA,NA,NA
505,"ACRU","adult",NA,17.3,NA,NA,NA,NA,NA
506,"ACRU","adult",NA,12,NA,NA,NA,NA,NA
507,"ACRU","adult",NA,12.3,NA,NA,NA,NA,NA
508,"ACRU","adult",NA,17.1,NA,NA,NA,NA,NA
509,"ACRU","adult",NA,14.7,NA,NA,NA,NA,NA
512,"ACRU","adult",NA,13.3,NA,NA,NA,NA,NA
513,"QURU","adult",NA,25.4,NA,NA,NA,NA,NA
514,"ACRU","adult",NA,11.1,NA,NA,NA,NA,NA
515,"QURU","adult",NA,20.3,NA,NA,NA,NA,NA
518,"BEAL","adult",NA,11.7,NA,NA,NA,NA,NA
519,"QURU","adult",NA,31.1,NA,NA,NA,NA,NA
520,"BEPO","adult",NA,20.5,NA,NA,NA,NA,NA
266,"PIST","adult",NA,39.4,NA,NA,NA,NA,NA
526,"ACRU","adult",NA,19,NA,NA,NA,NA,NA
527,"ACRU","adult",NA,11.7,NA,NA,NA,NA,NA
528,"ACRU","adult",NA,11.1,NA,NA,NA,NA,NA
529,"ACRU","adult",NA,22.1,NA,NA,NA,NA,NA
530,"QUVE","adult",NA,27.1,NA,NA,NA,NA,NA
531,"QUVE","adult",NA,30.3,NA,NA,NA,NA,NA
532,"QURU","adult",NA,35.1,NA,NA,NA,NA,NA
538,"QURU","adult",NA,46.6,NA,NA,NA,NA,NA
539,"ACRU","adult",NA,10.4,NA,NA,NA,NA,NA
540,"ACRU","adult",NA,10.8,NA,NA,NA,NA,NA
541,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
542,"ACRU","adult",NA,10.8,NA,NA,NA,NA,NA
543,"QURU","adult",NA,19.8,NA,NA,NA,NA,NA
544,"QURU","adult",NA,30.1,NA,NA,NA,NA,NA
545,"ACRU","adult",NA,13.8,NA,NA,NA,NA,NA
546,"QURU","adult",NA,45.5,NA,NA,NA,NA,NA
548,"PIST","adult",NA,18.8,NA,NA,NA,NA,NA
549,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
550,"PIST","adult",NA,19,NA,NA,NA,NA,NA
551,"PIST","adult",NA,21.5,NA,NA,NA,NA,NA
552,"ACRU","adult",NA,11.5,NA,NA,NA,NA,NA
553,"ACRU","adult",NA,19.8,NA,NA,NA,NA,NA
576,"ACRU","adult",NA,16.6,NA,NA,NA,NA,NA
580,"ACRU","adult",NA,27,NA,NA,NA,NA,NA
582,"ACRU","adult",NA,15.8,NA,NA,NA,NA,NA
583,"ACRU","adult",NA,20.5,NA,NA,NA,NA,NA
584,"ACRU","adult",NA,21,NA,NA,NA,NA,NA
585,"ACRU","adult",NA,13.7,NA,NA,NA,NA,NA
586,"ACRU","adult",NA,13.5,NA,NA,NA,NA,NA
587,"QURU","adult",NA,39,NA,NA,NA,NA,NA
588,"QURU","adult",NA,34.1,NA,NA,NA,NA,NA
589,"FRAM","adult",NA,19.7,NA,NA,NA,NA,NA
590,"ACRU","adult",NA,26.6,NA,NA,NA,NA,NA
592,"ACRU","adult",NA,14.3,NA,NA,NA,NA,NA
594,"PRSE","adult",NA,27.3,NA,NA,NA,NA,NA
601,"ACRU","adult",NA,10.3,NA,NA,NA,NA,NA
604,"ACRU","adult",NA,19.7,NA,NA,NA,NA,NA
605,"ACRU","adult",NA,31.9,NA,NA,NA,NA,NA
606,"ACRU","adult",NA,50.6,NA,NA,NA,NA,NA
607,"ACRU","adult",NA,13.5,NA,NA,NA,NA,NA
608,"ACRU","adult",NA,31.8,NA,NA,NA,NA,NA
609,"ACRU","adult",NA,29.6,NA,NA,NA,NA,NA
610,"ACRU","adult",NA,26.6,NA,NA,NA,NA,NA
611,"ACRU","adult",NA,16.5,NA,NA,NA,NA,NA
612,"ACRU","adult",NA,21.3,NA,NA,NA,NA,NA
613,"QURU","adult",NA,57.7,NA,NA,NA,NA,NA
615,"QURU","adult",NA,19.7,NA,NA,NA,NA,NA
616,"ACRU","adult",NA,15.1,NA,NA,NA,NA,NA
618,"ACRU","adult",NA,26.3,NA,NA,NA,NA,NA
619,"ACRU","adult",NA,12.9,NA,NA,NA,NA,NA
620,"FRAM","adult",NA,18.8,NA,NA,NA,NA,NA
626,"ACRU","adult",NA,37.7,NA,NA,NA,NA,NA
627,"PRSE","adult",NA,36.9,NA,NA,NA,NA,NA
628,"PRSE","adult",NA,25.6,NA,NA,NA,NA,NA
629,"PRSE","adult",NA,33.4,NA,NA,NA,NA,NA
630,"ACPE","adult",NA,12.2,NA,NA,NA,NA,NA
631,"FRAM","adult",NA,38.1,NA,NA,NA,NA,NA
633,"ACRU","adult",NA,12.2,NA,NA,NA,NA,NA
634,"ACPE","adult",NA,13.5,NA,NA,NA,NA,NA
635,"FRAM","adult",NA,33.2,NA,NA,NA,NA,NA
636,"ACPE","adult",NA,11.6,NA,NA,NA,NA,NA
637,"FRAM","adult",NA,39.5,NA,NA,NA,NA,NA
638,"FRAM","adult",NA,37.8,NA,NA,NA,NA,NA
639,"QUVE","adult",NA,19.6,NA,NA,NA,NA,NA
640,"ACRU","adult",NA,23.1,NA,NA,NA,NA,NA
641,"FRAM","adult",NA,37.9,NA,NA,NA,NA,NA
642,"ACPE","adult",NA,13.3,NA,NA,NA,NA,NA
643,"PRSE","adult",NA,41.8,NA,NA,NA,NA,NA
652,"ACRU","adult",NA,30.5,NA,NA,NA,NA,NA
653,"ACRU","adult",NA,17.4,NA,NA,NA,NA,NA
654,"QURU","adult",NA,14.5,NA,NA,NA,NA,NA
655,"ACPE","adult",NA,10.5,NA,NA,NA,NA,NA
656,"ACPE","adult",NA,11.3,NA,NA,NA,NA,NA
658,"ACRU","adult",NA,26.2,NA,NA,NA,NA,NA
659,"ACRU","adult",NA,17.8,NA,NA,NA,NA,NA
660,"PRSE","adult",NA,12.2,NA,NA,NA,NA,NA
661,"ACRU","adult",NA,12.5,NA,NA,NA,NA,NA
662,"ACRU","adult",NA,13.9,NA,NA,NA,NA,NA
663,"ACRU","adult",NA,11.9,NA,NA,NA,NA,NA
664,"QUVE","adult",NA,12.3,NA,NA,NA,NA,NA
665,"ACRU","adult",NA,18.1,NA,NA,NA,NA,NA
666,"ACRU","adult",NA,24,NA,NA,NA,NA,NA
667,"ACRU","adult",NA,15.7,NA,NA,NA,NA,NA
668,"ACRU","adult",NA,9.4,NA,NA,NA,NA,NA
669,"ACRU","adult",NA,10.9,NA,NA,NA,NA,NA
671,"ACRU","adult",NA,22.2,NA,NA,NA,NA,NA
676,"QURU","adult",NA,47,NA,NA,NA,NA,NA
677,"TSCA","adult",NA,24.5,NA,NA,NA,NA,NA
678,"TSCA","adult",NA,14.7,NA,NA,NA,NA,NA
679,"ACRU","adult",NA,43.4,NA,NA,NA,NA,NA
680,"BEAL","adult",NA,16.7,NA,NA,NA,NA,NA
681,"BEAL","adult",NA,17.7,NA,NA,NA,NA,NA
682,"BEAL","adult",NA,18.5,NA,NA,NA,NA,NA
683,"ACRU","adult",NA,37,NA,NA,NA,NA,NA
684,"BEAL","adult",NA,29,NA,NA,NA,NA,NA
685,"ACRU","adult",NA,47,NA,NA,NA,NA,NA
686,"ACRU","adult",NA,37.9,NA,NA,NA,NA,NA
701,"ACRU","adult",NA,16.7,NA,NA,NA,NA,NA
702,"PIRE","adult",NA,38,NA,NA,NA,NA,NA
703,"QURU","adult",NA,35.5,NA,NA,NA,NA,NA
704,"PIRE","adult",NA,25.1,NA,NA,NA,NA,NA
705,"QURU","adult",NA,28.7,NA,NA,NA,NA,NA
708,"PIRE","adult",NA,26.3,NA,NA,NA,NA,NA
710,"QURU","adult",NA,31.9,NA,NA,NA,NA,NA
711,"QURU","adult",NA,21.1,NA,NA,NA,NA,NA
712,"ACRU","adult",NA,17.3,NA,NA,NA,NA,NA
713,"ACRU","adult",NA,26.3,NA,NA,NA,NA,NA
714,"PIRE","adult",NA,36.2,NA,NA,NA,NA,NA
715,"PIRE","adult",NA,19.2,NA,NA,NA,NA,NA
716,"PIRE","adult",NA,31.5,NA,NA,NA,NA,NA
717,"PIRE","adult",NA,36.3,NA,NA,NA,NA,NA
718,"PIRE","adult",NA,31.3,NA,NA,NA,NA,NA
719,"ACRU","adult",NA,19.4,NA,NA,NA,NA,NA
720,"ACRU","adult",NA,12.3,NA,NA,NA,NA,NA
721,"PRSE","adult",NA,16,NA,NA,NA,NA,NA
722,"PIRE","adult",NA,16.4,NA,NA,NA,NA,NA
723,"PIRE","adult",NA,17.8,NA,NA,NA,NA,NA
724,"QURU","adult",NA,19.7,NA,NA,NA,NA,NA
726,"PIRE","adult",NA,32.5,NA,NA,NA,NA,NA
727,"PIRE","adult",NA,34.1,NA,NA,NA,NA,NA
728,"PIRE","adult",NA,23.1,NA,NA,NA,NA,NA
729,"PIRE","adult",NA,38,NA,NA,NA,NA,NA
731,"PIRE","adult",NA,25.4,NA,NA,NA,NA,NA
732,"ACRU","adult",NA,13.1,NA,NA,NA,NA,NA
734,"PIRE","adult",NA,15.7,NA,NA,NA,NA,NA
736,"ACRU","adult",NA,16.3,NA,NA,NA,NA,NA
752,"QURU","adult",NA,51.2,NA,NA,NA,NA,NA
753,"QURU","adult",NA,43.9,NA,NA,NA,NA,NA
755,"QURU","adult",NA,39,NA,NA,NA,NA,NA
756,"ACRU","adult",NA,24.1,NA,NA,NA,NA,NA
757,"QURU","adult",NA,19.7,NA,NA,NA,NA,NA
759,"ACRU","adult",NA,13.6,NA,NA,NA,NA,NA
760,"QURU","adult",NA,23,NA,NA,NA,NA,NA
761,"QURU","adult",NA,31.5,NA,NA,NA,NA,NA
762,"QURU","adult",NA,20.3,NA,NA,NA,NA,NA
763,"QURU","adult",NA,36.8,NA,NA,NA,NA,NA
764,"QURU","adult",NA,32,NA,NA,NA,NA,NA
765,"QURU","adult",NA,26.1,NA,NA,NA,NA,NA
766,"QURU","adult",NA,37.1,NA,NA,NA,NA,NA
767,"ACRU","adult",NA,15.5,NA,NA,NA,NA,NA
768,"ACRU","adult",NA,14.4,NA,NA,NA,NA,NA
769,"QURU","adult",NA,36.8,NA,NA,NA,NA,NA
771,"ACRU","adult",NA,12.2,NA,NA,NA,NA,NA
772,"QURU","adult",NA,21.9,NA,NA,NA,NA,NA
773,"QURU","adult",NA,26,NA,NA,NA,NA,NA
774,"ACRU","adult",NA,11.7,NA,NA,NA,NA,NA
775,"QURU","adult",NA,31.4,NA,NA,NA,NA,NA
776,"QURU","adult",NA,19.4,NA,NA,NA,NA,NA
777,"ACRU","adult",NA,14.7,NA,NA,NA,NA,NA
801,"PIST","adult",NA,22.9,NA,NA,NA,NA,NA
802,"QURU","adult",NA,32.5,NA,NA,NA,NA,NA
803,"QURU","adult",NA,22.4,NA,NA,NA,NA,NA
804,"PIGL","adult",NA,21.3,NA,NA,NA,NA,NA
805,"PIST","adult",NA,41.6,NA,NA,NA,NA,NA
806,"PIGL","adult",NA,20.9,NA,NA,NA,NA,NA
810,"ACRU","adult",NA,22,NA,NA,NA,NA,NA
811,"ACRU","adult",NA,16.1,NA,NA,NA,NA,NA
812,"PIGL","adult",NA,14.4,NA,NA,NA,NA,NA
813,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
814,"QURU","adult",NA,17,NA,NA,NA,NA,NA
815,"QURU","adult",NA,25.9,NA,NA,NA,NA,NA
816,"QURU","adult",NA,19,NA,NA,NA,NA,NA
817,"ACRU","adult",NA,12.2,NA,NA,NA,NA,NA
819,"BEAL","adult",NA,24.6,NA,NA,NA,NA,NA
821,"ACRU","adult",NA,24.7,NA,NA,NA,NA,NA
822,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
824,"PIGL","adult",NA,18.9,NA,NA,NA,NA,NA
826,"PIGL","adult",NA,18.5,NA,NA,NA,NA,NA
827,"ACRU","adult",NA,12.4,NA,NA,NA,NA,NA
828,"PIGL","adult",NA,11.2,NA,NA,NA,NA,NA
829,"PIGL","adult",NA,12.2,NA,NA,NA,NA,NA
830,"QURU","adult",NA,29.1,NA,NA,NA,NA,NA
831,"PIGL","adult",NA,15.3,NA,NA,NA,NA,NA
834,"ACRU","adult",NA,23.6,NA,NA,NA,NA,NA
835,"ACRU","adult",NA,15.5,NA,NA,NA,NA,NA
837,"PIST","adult",NA,13.8,NA,NA,NA,NA,NA
842,"PIST","adult",NA,20.1,NA,NA,NA,NA,NA
843,"ACRU","adult",NA,19,NA,NA,NA,NA,NA
844,"ACRU","adult",NA,16,NA,NA,NA,NA,NA
845,"ACRU","adult",NA,13.4,NA,NA,NA,NA,NA
846,"PIGL","adult",NA,14.3,NA,NA,NA,NA,NA
847,"BEAL","adult",NA,16.1,NA,NA,NA,NA,NA
849,"ACRU","adult",NA,14,NA,NA,NA,NA,NA
852,"PIGL","adult",NA,19.8,NA,NA,NA,NA,NA
853,"QURU","adult",NA,32.9,NA,NA,NA,NA,NA
854,"TSCA","adult",NA,14.1,NA,NA,NA,NA,NA
856,"PIGL","adult",NA,18.6,NA,NA,NA,NA,NA
858,"ACRU","adult",NA,9.6,NA,NA,NA,NA,NA
