"id","species","type","age","dbh","height","crown_r","crown_l","crown_a","ba"
398,"BEAL","adult",NA,13.6,NA,NA,NA,NA,NA
399,"FRAM","adult",NA,39.2705882352941,NA,NA,NA,NA,NA
400,"ACRU","adult",NA,23.9823529411765,NA,NA,NA,NA,NA
401,"BEAL","adult",NA,16.8,NA,NA,NA,NA,NA
402,"FRAM","adult",NA,19.7529411764706,NA,NA,NA,NA,NA
403,"FRAM","adult",NA,20,NA,NA,NA,NA,NA
404,"PIGL","adult",NA,21.2941176470588,NA,NA,NA,NA,NA
405,"PIGL","adult",NA,16.4176470588235,NA,NA,NA,NA,NA
406,"ACRU","adult",NA,17.1117647058824,NA,NA,NA,NA,NA
407,"QURU","adult",NA,22.8,NA,NA,NA,NA,NA
408,"QURU","adult",NA,37.3235294117647,NA,NA,NA,NA,NA
409,"QUVE","adult",NA,34.2647058823529,NA,NA,NA,NA,NA
410,"ACRU","adult",NA,12.7764705882353,NA,NA,NA,NA,NA
411,"ACRU","adult",NA,11.1235294117647,NA,NA,NA,NA,NA
412,"ACRU","adult",NA,15.4,NA,NA,NA,NA,NA
413,"QURU","adult",NA,25.7823529411765,NA,NA,NA,NA,NA
414,"PIGL","adult",NA,18.1,NA,NA,NA,NA,NA
415,"PIGL","adult",NA,17.3,NA,NA,NA,NA,NA
416,"QURU","adult",NA,36.6647058823529,NA,NA,NA,NA,NA
417,"QURU","adult",NA,19.9,NA,NA,NA,NA,NA
418,"QURU","adult",NA,39.7,NA,NA,NA,NA,NA
419,"ACRU","adult",NA,9.7,NA,NA,NA,NA,NA
420,"PIGL","adult",NA,17.9,NA,NA,NA,NA,NA
421,"PIGL","adult",NA,15.8,NA,NA,NA,NA,NA
422,"FAGR","adult",NA,10.7176470588235,NA,NA,NA,NA,NA
423,"FAGR","adult",NA,26.2235294117647,NA,NA,NA,NA,NA
424,"ACRU","adult",NA,22.4823529411765,NA,NA,NA,NA,NA
425,"PIGL","adult",NA,11.4,NA,NA,NA,NA,NA
426,"ACRU","adult",NA,31.1176470588235,NA,NA,NA,NA,NA
427,"ACRU","adult",NA,26.9411764705882,NA,NA,NA,NA,NA
428,"PIGL","adult",NA,17.6,NA,NA,NA,NA,NA
429,"PIGL","adult",NA,17.4,NA,NA,NA,NA,NA
430,"ACRU","adult",NA,23.8352941176471,NA,NA,NA,NA,NA
431,"PIGL","adult",NA,24.3,NA,NA,NA,NA,NA
432,"ACRU","adult",NA,19.8,NA,NA,NA,NA,NA
433,"PIGL","adult",NA,20.7,NA,NA,NA,NA,NA
434,"QUVE","adult",NA,29.7823529411765,NA,NA,NA,NA,NA
435,"ACRU","adult",NA,12.5,NA,NA,NA,NA,NA
436,"BEPO","adult",NA,16.2882352941176,NA,NA,NA,NA,NA
437,"QURU","adult",NA,14.8,NA,NA,NA,NA,NA
438,"ACRU","adult",NA,17.4647058823529,NA,NA,NA,NA,NA
439,"ACRU","adult",NA,12,NA,NA,NA,NA,NA
440,"ACRU","adult",NA,12.3470588235294,NA,NA,NA,NA,NA
441,"ACRU","adult",NA,17.2588235294118,NA,NA,NA,NA,NA
442,"ACRU","adult",NA,14.7823529411765,NA,NA,NA,NA,NA
443,"ACRU","adult",NA,13.3882352941176,NA,NA,NA,NA,NA
444,"QURU","adult",NA,25.5,NA,NA,NA,NA,NA
445,"ACRU","adult",NA,11.1352941176471,NA,NA,NA,NA,NA
446,"QURU","adult",NA,20.4352941176471,NA,NA,NA,NA,NA
447,"BEAL","adult",NA,11.6058823529412,NA,NA,NA,NA,NA
448,"QURU","adult",NA,31.2941176470588,NA,NA,NA,NA,NA
449,"ACRU","adult",NA,19.0647058823529,NA,NA,NA,NA,NA
450,"ACRU","adult",NA,11.7,NA,NA,NA,NA,NA
451,"ACRU","adult",NA,11.1,NA,NA,NA,NA,NA
452,"ACRU","adult",NA,22.1705882352941,NA,NA,NA,NA,NA
453,"QUVE","adult",NA,27.1,NA,NA,NA,NA,NA
454,"QUVE","adult",NA,30.4235294117647,NA,NA,NA,NA,NA
455,"QURU","adult",NA,35.2588235294118,NA,NA,NA,NA,NA
456,"QURU","adult",NA,46.7705882352941,NA,NA,NA,NA,NA
457,"ACRU","adult",NA,10.4,NA,NA,NA,NA,NA
458,"ACRU","adult",NA,10.8647058823529,NA,NA,NA,NA,NA
459,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
460,"ACRU","adult",NA,10.7470588235294,NA,NA,NA,NA,NA
461,"QURU","adult",NA,19.8,NA,NA,NA,NA,NA
462,"QURU","adult",NA,30.1647058823529,NA,NA,NA,NA,NA
463,"ACRU","adult",NA,13.8,NA,NA,NA,NA,NA
464,"QURU","adult",NA,45.6176470588235,NA,NA,NA,NA,NA
465,"PIST","adult",NA,18.8,NA,NA,NA,NA,NA
466,"ACRU","adult",NA,11.2823529411765,NA,NA,NA,NA,NA
467,"PIST","adult",NA,19,NA,NA,NA,NA,NA
468,"PIST","adult",NA,21.5823529411765,NA,NA,NA,NA,NA
469,"ACRU","adult",NA,11.5176470588235,NA,NA,NA,NA,NA
470,"ACRU","adult",NA,19.8,NA,NA,NA,NA,NA
471,"ACRU","adult",NA,16.6529411764706,NA,NA,NA,NA,NA
472,"ACRU","adult",NA,27.0705882352941,NA,NA,NA,NA,NA
473,"ACRU","adult",NA,15.7882352941176,NA,NA,NA,NA,NA
474,"ACRU","adult",NA,20.5,NA,NA,NA,NA,NA
475,"ACRU","adult",NA,21,NA,NA,NA,NA,NA
476,"ACRU","adult",NA,13.6117647058824,NA,NA,NA,NA,NA
477,"ACRU","adult",NA,13.5,NA,NA,NA,NA,NA
478,"QURU","adult",NA,39.2941176470588,NA,NA,NA,NA,NA
479,"QURU","adult",NA,34.3705882352941,NA,NA,NA,NA,NA
480,"FRAM","adult",NA,19.7058823529412,NA,NA,NA,NA,NA
481,"ACRU","adult",NA,26.6,NA,NA,NA,NA,NA
482,"ACRU","adult",NA,14.2823529411765,NA,NA,NA,NA,NA
483,"PRSE","adult",NA,27.3117647058824,NA,NA,NA,NA,NA
484,"ACRU","adult",NA,19.6764705882353,NA,NA,NA,NA,NA
485,"ACRU","adult",NA,31.9,NA,NA,NA,NA,NA
486,"ACRU","adult",NA,50.6411764705882,NA,NA,NA,NA,NA
487,"ACRU","adult",NA,13.5,NA,NA,NA,NA,NA
488,"ACRU","adult",NA,31.8647058823529,NA,NA,NA,NA,NA
489,"ACRU","adult",NA,29.7294117647059,NA,NA,NA,NA,NA
490,"ACRU","adult",NA,16.7058823529412,NA,NA,NA,NA,NA
491,"ACRU","adult",NA,21.3647058823529,NA,NA,NA,NA,NA
492,"QURU","adult",NA,58.1,NA,NA,NA,NA,NA
493,"QURU","adult",NA,19.7823529411765,NA,NA,NA,NA,NA
494,"ACRU","adult",NA,26.3764705882353,NA,NA,NA,NA,NA
495,"ACRU","adult",NA,12.9705882352941,NA,NA,NA,NA,NA
496,"FRAM","adult",NA,18.8,NA,NA,NA,NA,NA
497,"ACRU","adult",NA,37.7,NA,NA,NA,NA,NA
498,"PRSE","adult",NA,36.8882352941176,NA,NA,NA,NA,NA
499,"PRSE","adult",NA,25.6,NA,NA,NA,NA,NA
500,"PRSE","adult",NA,33.4,NA,NA,NA,NA,NA
501,"FRAM","adult",NA,38.1,NA,NA,NA,NA,NA
502,"ACRU","adult",NA,12.4764705882353,NA,NA,NA,NA,NA
503,"ACPE","adult",NA,13.5,NA,NA,NA,NA,NA
504,"FRAM","adult",NA,33.1588235294118,NA,NA,NA,NA,NA
505,"ACPE","adult",NA,11.6,NA,NA,NA,NA,NA
506,"FRAM","adult",NA,39.5411764705882,NA,NA,NA,NA,NA
507,"FRAM","adult",NA,37.7647058823529,NA,NA,NA,NA,NA
508,"QUVE","adult",NA,19.7823529411765,NA,NA,NA,NA,NA
509,"ACRU","adult",NA,23.1647058823529,NA,NA,NA,NA,NA
510,"FRAM","adult",NA,37.9588235294118,NA,NA,NA,NA,NA
511,"ACPE","adult",NA,13.3941176470588,NA,NA,NA,NA,NA
512,"PRSE","adult",NA,41.8,NA,NA,NA,NA,NA
513,"ACRU","adult",NA,30.5941176470588,NA,NA,NA,NA,NA
514,"ACRU","adult",NA,17.4,NA,NA,NA,NA,NA
515,"QURU","adult",NA,14.5705882352941,NA,NA,NA,NA,NA
516,"ACPE","adult",NA,10.5,NA,NA,NA,NA,NA
517,"ACPE","adult",NA,11.3,NA,NA,NA,NA,NA
518,"ACRU","adult",NA,26.2705882352941,NA,NA,NA,NA,NA
519,"ACRU","adult",NA,17.8,NA,NA,NA,NA,NA
520,"PRSE","adult",NA,12.2,NA,NA,NA,NA,NA
521,"ACRU","adult",NA,12.5,NA,NA,NA,NA,NA
522,"ACRU","adult",NA,13.9,NA,NA,NA,NA,NA
523,"QUVE","adult",NA,12.3,NA,NA,NA,NA,NA
524,"ACRU","adult",NA,18.1,NA,NA,NA,NA,NA
525,"ACRU","adult",NA,24,NA,NA,NA,NA,NA
526,"ACRU","adult",NA,15.7588235294118,NA,NA,NA,NA,NA
527,"ACRU","adult",NA,10.9176470588235,NA,NA,NA,NA,NA
528,"ACRU","adult",NA,22.2705882352941,NA,NA,NA,NA,NA
529,"QURU","adult",NA,47.0117647058824,NA,NA,NA,NA,NA
530,"TSCA","adult",NA,24.6647058823529,NA,NA,NA,NA,NA
531,"TSCA","adult",NA,14.7823529411765,NA,NA,NA,NA,NA
532,"ACRU","adult",NA,43.4764705882353,NA,NA,NA,NA,NA
533,"BEAL","adult",NA,16.7,NA,NA,NA,NA,NA
534,"BEAL","adult",NA,17.7,NA,NA,NA,NA,NA
535,"BEAL","adult",NA,18.5,NA,NA,NA,NA,NA
536,"ACRU","adult",NA,37.0941176470588,NA,NA,NA,NA,NA
537,"BEAL","adult",NA,29.0705882352941,NA,NA,NA,NA,NA
538,"ACRU","adult",NA,47,NA,NA,NA,NA,NA
539,"ACRU","adult",NA,38.1470588235294,NA,NA,NA,NA,NA
540,"ACRU","adult",NA,16.7,NA,NA,NA,NA,NA
541,"PIRE","adult",NA,38.1823529411765,NA,NA,NA,NA,NA
542,"QURU","adult",NA,35.6352941176471,NA,NA,NA,NA,NA
543,"PIRE","adult",NA,25.0117647058824,NA,NA,NA,NA,NA
544,"QURU","adult",NA,28.8647058823529,NA,NA,NA,NA,NA
545,"PIRE","adult",NA,26.3470588235294,NA,NA,NA,NA,NA
546,"QURU","adult",NA,32.1058823529412,NA,NA,NA,NA,NA
547,"QURU","adult",NA,21.1,NA,NA,NA,NA,NA
548,"ACRU","adult",NA,17.3,NA,NA,NA,NA,NA
549,"ACRU","adult",NA,26.3,NA,NA,NA,NA,NA
550,"PIRE","adult",NA,36.2941176470588,NA,NA,NA,NA,NA
551,"PIRE","adult",NA,19.1058823529412,NA,NA,NA,NA,NA
552,"PIRE","adult",NA,31.5823529411765,NA,NA,NA,NA,NA
553,"PIRE","adult",NA,36.3941176470588,NA,NA,NA,NA,NA
554,"PIRE","adult",NA,31.3235294117647,NA,NA,NA,NA,NA
555,"ACRU","adult",NA,19.4,NA,NA,NA,NA,NA
556,"ACRU","adult",NA,12.3,NA,NA,NA,NA,NA
557,"PRSE","adult",NA,16,NA,NA,NA,NA,NA
558,"PIRE","adult",NA,16.3941176470588,NA,NA,NA,NA,NA
559,"PIRE","adult",NA,17.8,NA,NA,NA,NA,NA
560,"QURU","adult",NA,19.6647058823529,NA,NA,NA,NA,NA
561,"QURU","adult",NA,33.2352941176471,NA,NA,NA,NA,NA
562,"PIRE","adult",NA,32.5,NA,NA,NA,NA,NA
563,"PIRE","adult",NA,34.1882352941176,NA,NA,NA,NA,NA
564,"PIRE","adult",NA,23.1,NA,NA,NA,NA,NA
565,"PIRE","adult",NA,38,NA,NA,NA,NA,NA
566,"PIRE","adult",NA,25.4,NA,NA,NA,NA,NA
567,"ACRU","adult",NA,13.1,NA,NA,NA,NA,NA
568,"PIRE","adult",NA,15.7,NA,NA,NA,NA,NA
569,"QURU","adult",NA,51.3235294117647,NA,NA,NA,NA,NA
570,"QURU","adult",NA,43.9705882352941,NA,NA,NA,NA,NA
571,"QURU","adult",NA,39,NA,NA,NA,NA,NA
572,"ACRU","adult",NA,24.1352941176471,NA,NA,NA,NA,NA
573,"QURU","adult",NA,19.7,NA,NA,NA,NA,NA
574,"ACRU","adult",NA,13.6,NA,NA,NA,NA,NA
575,"QURU","adult",NA,23.0705882352941,NA,NA,NA,NA,NA
576,"QURU","adult",NA,31.6235294117647,NA,NA,NA,NA,NA
577,"QURU","adult",NA,36.9176470588235,NA,NA,NA,NA,NA
578,"QURU","adult",NA,32.0823529411765,NA,NA,NA,NA,NA
579,"QURU","adult",NA,26.1058823529412,NA,NA,NA,NA,NA
580,"QURU","adult",NA,37.2176470588235,NA,NA,NA,NA,NA
581,"ACRU","adult",NA,15.5,NA,NA,NA,NA,NA
582,"ACRU","adult",NA,14.4705882352941,NA,NA,NA,NA,NA
583,"QURU","adult",NA,36.9941176470588,NA,NA,NA,NA,NA
584,"ACRU","adult",NA,12.2,NA,NA,NA,NA,NA
585,"QURU","adult",NA,21.9,NA,NA,NA,NA,NA
586,"QURU","adult",NA,26.0647058823529,NA,NA,NA,NA,NA
587,"ACRU","adult",NA,11.7705882352941,NA,NA,NA,NA,NA
588,"QURU","adult",NA,31.4647058823529,NA,NA,NA,NA,NA
589,"QURU","adult",NA,19.4,NA,NA,NA,NA,NA
590,"ACRU","adult",NA,14.7705882352941,NA,NA,NA,NA,NA
591,"PIST","adult",NA,22.8411764705882,NA,NA,NA,NA,NA
592,"QURU","adult",NA,32.5764705882353,NA,NA,NA,NA,NA
593,"QURU","adult",NA,22.4,NA,NA,NA,NA,NA
594,"PIGL","adult",NA,21.3,NA,NA,NA,NA,NA
595,"PIST","adult",NA,41.7705882352941,NA,NA,NA,NA,NA
596,"PIGL","adult",NA,20.8058823529412,NA,NA,NA,NA,NA
597,"ACRU","adult",NA,22,NA,NA,NA,NA,NA
598,"ACRU","adult",NA,16.1,NA,NA,NA,NA,NA
599,"PIGL","adult",NA,14.3941176470588,NA,NA,NA,NA,NA
600,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
601,"QURU","adult",NA,17,NA,NA,NA,NA,NA
602,"QURU","adult",NA,26.0647058823529,NA,NA,NA,NA,NA
603,"QURU","adult",NA,19,NA,NA,NA,NA,NA
604,"ACRU","adult",NA,12.2,NA,NA,NA,NA,NA
605,"BEAL","adult",NA,24.6176470588235,NA,NA,NA,NA,NA
606,"ACRU","adult",NA,24.7470588235294,NA,NA,NA,NA,NA
607,"ACRU","adult",NA,11.2,NA,NA,NA,NA,NA
608,"PIGL","adult",NA,18.9,NA,NA,NA,NA,NA
609,"PIGL","adult",NA,18.5,NA,NA,NA,NA,NA
610,"ACRU","adult",NA,12.4,NA,NA,NA,NA,NA
611,"PIGL","adult",NA,11.2,NA,NA,NA,NA,NA
612,"PIGL","adult",NA,12.1529411764706,NA,NA,NA,NA,NA
613,"QURU","adult",NA,29.2588235294118,NA,NA,NA,NA,NA
614,"PIGL","adult",NA,15.3,NA,NA,NA,NA,NA
615,"ACRU","adult",NA,23.6647058823529,NA,NA,NA,NA,NA
616,"ACRU","adult",NA,15.5,NA,NA,NA,NA,NA
617,"PIST","adult",NA,13.8,NA,NA,NA,NA,NA
618,"PIST","adult",NA,20.1,NA,NA,NA,NA,NA
619,"ACRU","adult",NA,19.0764705882353,NA,NA,NA,NA,NA
620,"ACRU","adult",NA,16,NA,NA,NA,NA,NA
621,"ACRU","adult",NA,13.4058823529412,NA,NA,NA,NA,NA
622,"PIGL","adult",NA,14.2117647058824,NA,NA,NA,NA,NA
623,"BEAL","adult",NA,16.1,NA,NA,NA,NA,NA
624,"ACRU","adult",NA,14,NA,NA,NA,NA,NA
625,"PIGL","adult",NA,19.8,NA,NA,NA,NA,NA
626,"QURU","adult",NA,33.0294117647059,NA,NA,NA,NA,NA
627,"TSCA","adult",NA,14.1,NA,NA,NA,NA,NA
628,"PIGL","adult",NA,18.6,NA,NA,NA,NA,NA
629,"ACRU","adult",NA,9.6,NA,NA,NA,NA,NA
630,"PIGL","adult",NA,21.6235294117647,NA,NA,NA,NA,NA
631,"PIGL","adult",NA,24.5,NA,NA,NA,NA,NA
632,"TSCA","adult",NA,30.7,NA,NA,NA,NA,NA
633,"ACRU","adult",NA,18.6705882352941,NA,NA,NA,NA,NA
634,"TSCA","adult",NA,42.2705882352941,NA,NA,NA,NA,NA
635,"PIST","adult",NA,27.2823529411765,NA,NA,NA,NA,NA
636,"QURU","adult",NA,32.0588235294118,NA,NA,NA,NA,NA
637,"PIST","adult",NA,34.4058823529412,NA,NA,NA,NA,NA
638,"ACRU","adult",NA,20.7,NA,NA,NA,NA,NA
639,"ACRU","adult",NA,15.9,NA,NA,NA,NA,NA
640,"ACRU","adult",NA,12.2941176470588,NA,NA,NA,NA,NA
641,"TSCA","adult",NA,24.4176470588235,NA,NA,NA,NA,NA
642,"QURU","adult",NA,17.8,NA,NA,NA,NA,NA
643,"ACRU","adult",NA,19.7705882352941,NA,NA,NA,NA,NA
644,"ACRU","adult",NA,19.5,NA,NA,NA,NA,NA
645,"TSCA","adult",NA,23.1882352941176,NA,NA,NA,NA,NA
646,"ACRU","adult",NA,20.7705882352941,NA,NA,NA,NA,NA
647,"PIST","adult",NA,25,NA,NA,NA,NA,NA
648,"PIST","adult",NA,18,NA,NA,NA,NA,NA
649,"PIST","adult",NA,49.2823529411765,NA,NA,NA,NA,NA
650,"ACRU","adult",NA,17.1058823529412,NA,NA,NA,NA,NA
651,"PIST","adult",NA,31.4294117647059,NA,NA,NA,NA,NA
652,"TSCA","adult",NA,13.3,NA,NA,NA,NA,NA
653,"QURU","adult",NA,25.4352941176471,NA,NA,NA,NA,NA
654,"ACRU","adult",NA,16.5,NA,NA,NA,NA,NA
655,"TSCA","adult",NA,19.6705882352941,NA,NA,NA,NA,NA
656,"ACRU","adult",NA,13.3941176470588,NA,NA,NA,NA,NA
657,"ACRU","adult",NA,23.4647058823529,NA,NA,NA,NA,NA
658,"ACRU","adult",NA,17.5647058823529,NA,NA,NA,NA,NA
659,"ACRU","adult",NA,19.9823529411765,NA,NA,NA,NA,NA
660,"TSCA","adult",NA,41.2705882352941,NA,NA,NA,NA,NA
661,"TSCA","adult",NA,19.7,NA,NA,NA,NA,NA
662,"PIRE","adult",NA,15.6,NA,NA,NA,NA,NA
663,"PIRE","adult",NA,13.8,NA,NA,NA,NA,NA
664,"PIRE","adult",NA,18.4,NA,NA,NA,NA,NA
665,"PIRE","adult",NA,35.4529411764706,NA,NA,NA,NA,NA
666,"TSCA","adult",NA,55.5058823529412,NA,NA,NA,NA,NA
667,"PRSE","adult",NA,18.6,NA,NA,NA,NA,NA
668,"ACRU","adult",NA,17.7705882352941,NA,NA,NA,NA,NA
669,"ACRU","adult",NA,15.5117647058824,NA,NA,NA,NA,NA
670,"ACRU","adult",NA,11.6,NA,NA,NA,NA,NA
671,"ACRU","adult",NA,29.1882352941176,NA,NA,NA,NA,NA
672,"ACRU","adult",NA,25.3764705882353,NA,NA,NA,NA,NA
673,"PIRE","adult",NA,14.8,NA,NA,NA,NA,NA
674,"ACRU","adult",NA,24.9,NA,NA,NA,NA,NA
675,"ACRU","adult",NA,22.3823529411765,NA,NA,NA,NA,NA
676,"QURU","adult",NA,12.4,NA,NA,NA,NA,NA
677,"PIRE","adult",NA,34.3764705882353,NA,NA,NA,NA,NA
678,"ACRU","adult",NA,16.4,NA,NA,NA,NA,NA
679,"ACRU","adult",NA,19.0058823529412,NA,NA,NA,NA,NA
680,"QUVE","adult",NA,31.2235294117647,NA,NA,NA,NA,NA
681,"ACRU","adult",NA,10.6,NA,NA,NA,NA,NA
682,"PIRE","adult",NA,39.7705882352941,NA,NA,NA,NA,NA
683,"PIRE","adult",NA,30.2352941176471,NA,NA,NA,NA,NA
684,"PIRE","adult",NA,26.8,NA,NA,NA,NA,NA
685,"PIRE","adult",NA,14.3,NA,NA,NA,NA,NA
686,"PIRE","adult",NA,34.7529411764706,NA,NA,NA,NA,NA
687,"ACRU","adult",NA,14.0941176470588,NA,NA,NA,NA,NA
688,"PIRE","adult",NA,15.6,NA,NA,NA,NA,NA
689,"PIRE","adult",NA,38.7705882352941,NA,NA,NA,NA,NA
690,"ACRU","adult",NA,16.2588235294118,NA,NA,NA,NA,NA
691,"ACRU","adult",NA,30.7058823529412,NA,NA,NA,NA,NA
692,"TSCA","adult",NA,31,NA,NA,NA,NA,NA
693,"ACRU","adult",NA,27.2,NA,NA,NA,NA,NA
694,"ACRU","adult",NA,21.5117647058824,NA,NA,NA,NA,NA
695,"BEAL","adult",NA,18.6941176470588,NA,NA,NA,NA,NA
696,"ACRU","adult",NA,39.1235294117647,NA,NA,NA,NA,NA
697,"BEAL","adult",NA,15,NA,NA,NA,NA,NA
698,"ACRU","adult",NA,20,NA,NA,NA,NA,NA
699,"ACRU","adult",NA,23.3,NA,NA,NA,NA,NA
700,"BELE","adult",NA,16.1294117647059,NA,NA,NA,NA,NA
701,"BELE","adult",NA,17.9470588235294,NA,NA,NA,NA,NA
702,"QURU","adult",NA,43.8823529411765,NA,NA,NA,NA,NA
703,"QURU","adult",NA,56.7294117647059,NA,NA,NA,NA,NA
704,"BELE","adult",NA,13.7,NA,NA,NA,NA,NA
705,"BEAL","adult",NA,10.9,NA,NA,NA,NA,NA
706,"QURU","adult",NA,29.7058823529412,NA,NA,NA,NA,NA
