Year, Month, ClimateRegionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
1,7,0,LongPine,270,9.0,0.0,0.01,0.00,0.01,0.00,6.53,0.10,0.02,1.00,0.00,0.00,0.05,0.41,1.00,0.05,500,15000,3557,9.0,27.8,0.28,0.16,0.13,0.08,0.00,0.00,0.00,0.26,0.16,0.01,0.00,
1,7,0,LongPine,240,17.0,0.0,0.00,0.00,0.02,0.00,6.53,0.10,0.04,1.00,0.01,0.00,0.05,0.41,1.00,0.09,500,15000,3557,17.0,27.8,0.52,0.30,0.24,0.14,0.00,0.01,0.01,0.50,0.30,0.02,0.00,
1,7,0,LongPine,230,406.0,0.0,0.06,0.00,0.41,0.00,6.53,0.87,0.87,1.00,0.05,0.00,0.34,0.41,1.00,0.11,500,15000,3557,406.0,27.8,4.75,2.79,2.23,1.31,0.00,0.05,0.05,4.29,2.79,0.46,0.00,
1,7,0,LongPine,200,41.0,0.0,0.00,0.00,0.04,0.00,6.53,0.10,0.10,1.00,0.01,0.00,0.05,0.41,1.00,0.20,500,15000,3564,41.0,27.8,1.17,0.69,0.55,0.32,0.00,0.01,0.01,1.12,0.69,0.04,0.00,
1,7,0,LongPine,190,40.0,0.0,0.00,0.00,0.04,0.00,6.53,0.10,0.09,1.00,0.01,0.00,0.05,0.41,1.00,0.20,500,15000,3565,40.0,27.8,1.14,0.67,0.54,0.32,0.00,0.01,0.01,1.10,0.67,0.04,0.00,
1,7,0,LongPine,180,40.0,0.0,0.00,0.00,0.04,0.00,6.53,0.10,0.09,1.00,0.01,0.00,0.05,0.41,1.00,0.20,500,15000,3566,40.0,27.8,1.14,0.67,0.54,0.32,0.00,0.01,0.01,1.10,0.67,0.04,0.00,
1,7,0,LongPine,170,94.0,0.0,0.00,0.00,0.09,0.00,6.53,0.22,0.22,1.00,0.02,0.00,0.10,0.41,1.00,0.19,500,15000,3567,94.0,27.8,2.30,1.35,1.08,0.63,0.00,0.02,0.02,2.20,1.35,0.10,0.00,
1,7,0,LongPine,160,106.0,0.0,0.00,0.00,0.11,0.00,6.53,0.24,0.24,1.00,0.03,0.00,0.11,0.41,1.00,0.18,500,15000,3570,106.0,27.8,2.51,1.47,1.18,0.69,0.00,0.03,0.03,2.40,1.47,0.11,0.00,
1,7,0,LongPine,150,80.0,0.0,0.00,0.00,0.08,0.00,6.53,0.18,0.18,1.00,0.02,0.00,0.08,0.41,1.00,0.19,500,15000,3573,80.0,27.8,2.04,1.20,0.96,0.56,0.00,0.02,0.02,1.96,1.20,0.08,0.00,
1,7,0,LongPine,140,125.0,0.0,0.00,0.00,0.13,0.00,6.53,0.29,0.29,1.00,0.03,0.00,0.13,0.41,1.00,0.18,500,15000,3576,125.0,27.8,2.81,1.65,1.32,0.78,0.00,0.03,0.03,2.68,1.65,0.13,0.00,
1,7,0,LongPine,130,143.0,0.0,0.00,0.00,0.14,0.00,6.53,0.33,0.33,1.00,0.03,0.00,0.14,0.41,1.00,0.17,500,15000,3580,143.0,27.8,3.06,1.80,1.44,0.85,0.00,0.03,0.03,2.92,1.80,0.14,0.00,
1,7,0,LongPine,120,198.0,0.0,0.00,0.00,0.20,0.00,6.53,0.44,0.44,1.00,0.04,0.00,0.19,0.41,1.00,0.15,500,15000,3584,198.0,27.8,3.68,2.16,1.73,1.02,0.00,0.04,0.04,3.48,2.16,0.20,0.00,
1,7,0,LongPine,110,161.0,0.0,0.00,0.00,0.16,0.00,6.53,0.36,0.36,1.00,0.04,0.00,0.16,0.41,1.00,0.16,500,15000,3589,161.0,27.8,3.29,1.93,1.55,0.91,0.00,0.04,0.04,3.13,1.93,0.16,0.00,
1,7,0,LongPine,100,229.0,0.0,0.00,0.00,0.23,0.00,6.53,0.51,0.51,1.00,0.04,0.00,0.21,0.41,1.00,0.15,500,15000,3594,229.0,27.8,3.95,2.32,1.86,1.09,0.00,0.04,0.04,3.72,2.32,0.23,0.00,
1,7,0,LongPine,90,209.0,0.0,0.00,0.00,0.21,0.00,6.53,0.47,0.47,1.00,0.04,0.00,0.20,0.41,1.00,0.15,500,15000,3600,209.0,27.8,3.78,2.22,1.78,1.04,0.00,0.04,0.04,3.57,2.22,0.21,0.00,
1,7,0,LongPine,80,1192.0,0.0,0.00,0.00,1.19,0.00,6.53,2.19,2.19,1.00,0.06,0.00,0.64,0.41,1.00,0.06,500,15000,3605,1192.0,27.8,5.20,3.06,2.45,1.44,0.00,0.06,0.06,4.01,3.06,1.19,0.00,
1,7,0,BlueJackOak,80,37.0,0.0,0.00,0.00,0.04,0.00,6.53,0.10,0.17,0.00,0.01,0.00,0.05,0.49,0.99,0.11,250,15000,3612,37.0,27.8,0.30,0.30,0.14,0.14,0.00,0.01,0.01,0.26,0.30,0.04,0.00,
1,7,0,LongPine,70,150.0,0.0,0.00,0.00,0.15,0.00,6.53,0.34,0.34,1.00,0.03,0.00,0.15,0.41,1.00,0.17,500,15000,3612,150.0,27.8,3.15,1.85,1.48,0.87,0.00,0.03,0.03,3.00,1.85,0.15,0.00,
1,7,0,LongPine,60,102.0,0.0,0.00,0.00,0.10,0.00,6.53,0.23,0.23,1.00,0.03,0.00,0.10,0.41,1.00,0.18,500,15000,3616,102.0,27.8,2.44,1.43,1.15,0.67,0.00,0.03,0.03,2.34,1.43,0.10,0.00,
1,7,0,LongPine,50,90.0,0.0,0.00,0.00,0.09,0.00,6.53,0.21,0.21,1.00,0.02,0.00,0.09,0.41,1.00,0.19,500,15000,3619,90.0,27.8,2.23,1.31,1.05,0.61,0.00,0.02,0.02,2.14,1.31,0.09,0.00,
1,7,0,LongPine,40,52.0,0.0,0.00,0.00,0.05,0.00,6.53,0.12,0.12,1.00,0.02,0.00,0.06,0.41,1.00,0.20,500,15000,3622,52.0,27.8,1.44,0.84,0.67,0.40,0.00,0.02,0.02,1.38,0.84,0.05,0.00,
1,7,0,TurkeyOak,40,6.0,0.0,0.00,0.00,0.01,0.00,6.53,0.10,0.03,0.00,0.00,0.00,0.05,0.49,0.99,0.02,250,15000,3624,6.0,27.8,0.05,0.05,0.02,0.02,0.00,0.00,0.00,0.05,0.05,0.01,0.00,
1,7,0,BlueJackOak,40,3.0,0.0,0.00,0.00,0.00,0.00,6.53,0.10,0.01,0.00,0.00,0.00,0.05,0.49,0.99,0.01,250,15000,3624,3.0,27.8,0.03,0.03,0.01,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.00,
1,7,0,LongPine,30,20.0,0.0,0.00,0.00,0.02,0.00,6.53,0.10,0.05,1.00,0.01,0.00,0.05,0.41,1.00,0.10,500,15000,3624,20.0,27.8,0.61,0.36,0.29,0.17,0.00,0.01,0.01,0.59,0.36,0.02,0.00,
1,7,0,TurkeyOak,30,5.0,0.0,0.00,0.00,0.01,0.00,6.53,0.10,0.02,0.00,0.00,0.00,0.05,0.49,0.99,0.02,250,15000,3624,5.0,27.8,0.04,0.04,0.02,0.02,0.00,0.00,0.00,0.04,0.04,0.01,0.00,
1,7,0,LongPine,20,2.0,0.0,0.00,0.00,0.00,0.00,6.53,0.10,0.00,1.00,0.00,0.00,0.05,0.41,1.00,0.01,500,15000,3624,2.0,27.8,0.06,0.04,0.03,0.02,0.00,0.00,0.00,0.06,0.04,0.00,0.00,
1,8,0,LongPine,270,9.3,0.2,0.01,0.00,0.01,0.01,10.23,0.10,0.02,1.00,0.00,0.00,0.05,0.75,1.00,0.02,500,15000,3624,9.4,27.7,0.26,0.15,0.12,0.07,0.00,0.00,0.00,0.24,0.14,0.02,0.01,
1,8,0,LongPine,240,17.5,0.3,0.00,0.00,0.02,0.01,10.23,0.10,0.04,1.00,0.01,0.00,0.05,0.75,1.00,0.05,500,15000,3624,17.8,27.7,0.48,0.28,0.23,0.13,0.00,0.01,0.01,0.46,0.27,0.02,0.01,
1,8,0,LongPine,230,410.3,2.8,0.06,0.00,0.41,0.12,10.23,0.88,0.88,1.00,0.05,0.00,0.34,0.75,1.00,0.06,500,15000,3625,413.1,27.7,4.39,2.58,2.06,1.21,0.00,0.05,0.05,3.92,2.46,0.47,0.12,
1,8,0,LongPine,200,42.1,0.7,0.00,0.00,0.04,0.03,10.23,0.10,0.10,1.00,0.01,0.00,0.05,0.75,1.00,0.10,500,15000,3631,42.8,27.7,1.08,0.63,0.51,0.30,0.00,0.01,0.01,1.04,0.61,0.04,0.03,
1,8,0,LongPine,190,41.1,0.7,0.00,0.00,0.04,0.03,10.23,0.10,0.10,1.00,0.01,0.00,0.05,0.75,1.00,0.10,500,15000,3633,41.8,27.7,1.06,0.62,0.50,0.29,0.00,0.01,0.01,1.01,0.59,0.04,0.03,
1,8,0,LongPine,180,41.1,0.7,0.00,0.00,0.04,0.03,10.23,0.10,0.10,1.00,0.01,0.00,0.05,0.75,1.00,0.10,500,15000,3635,41.8,27.7,1.06,0.62,0.50,0.29,0.00,0.01,0.01,1.02,0.59,0.04,0.03,
1,8,0,LongPine,170,96.2,1.4,0.00,0.00,0.10,0.06,10.23,0.22,0.22,1.00,0.02,0.00,0.10,0.75,1.00,0.09,500,15000,3637,97.6,27.7,2.13,1.25,1.00,0.59,0.00,0.02,0.02,2.03,1.19,0.10,0.06,
1,8,0,LongPine,160,108.4,1.5,0.00,0.00,0.11,0.06,10.23,0.25,0.25,1.00,0.02,0.00,0.11,0.75,1.00,0.09,500,15000,3640,109.9,27.7,2.32,1.36,1.09,0.64,0.00,0.02,0.02,2.21,1.30,0.11,0.06,
1,8,0,LongPine,150,82.0,1.2,0.00,0.00,0.08,0.05,10.23,0.19,0.19,1.00,0.02,0.00,0.08,0.75,1.00,0.10,500,15000,3644,83.2,27.7,1.88,1.11,0.88,0.52,0.00,0.02,0.02,1.80,1.06,0.08,0.05,
1,8,0,LongPine,140,127.7,1.6,0.00,0.00,0.13,0.07,10.23,0.29,0.29,1.00,0.03,0.00,0.13,0.75,1.00,0.09,500,15000,3647,129.3,27.7,2.60,1.53,1.22,0.72,0.00,0.03,0.03,2.47,1.46,0.13,0.07,
1,8,0,LongPine,130,145.9,1.8,0.00,0.00,0.15,0.07,10.23,0.33,0.33,1.00,0.03,0.00,0.14,0.75,1.00,0.08,500,15000,3651,147.7,27.7,2.83,1.66,1.33,0.78,0.00,0.03,0.03,2.68,1.59,0.15,0.07,
1,8,0,LongPine,120,201.5,2.2,0.00,0.00,0.20,0.09,10.23,0.45,0.45,1.00,0.04,0.00,0.19,0.75,1.00,0.08,500,15000,3655,203.6,27.7,3.40,2.00,1.60,0.94,0.00,0.04,0.04,3.20,1.91,0.20,0.09,
1,8,0,LongPine,110,164.1,1.9,0.00,0.00,0.16,0.08,10.23,0.37,0.37,1.00,0.03,0.00,0.16,0.75,1.00,0.08,500,15000,3660,166.1,27.7,3.04,1.79,1.43,0.84,0.00,0.03,0.03,2.88,1.71,0.16,0.08,
1,8,0,LongPine,100,232.7,2.3,0.00,0.00,0.23,0.10,10.23,0.52,0.52,1.00,0.04,0.00,0.22,0.75,1.00,0.07,500,15000,3664,235.0,27.7,3.65,2.14,1.72,1.01,0.00,0.04,0.04,3.42,2.05,0.23,0.10,
1,8,0,LongPine,90,212.6,2.2,0.00,0.00,0.21,0.09,10.23,0.48,0.48,1.00,0.04,0.00,0.20,0.75,1.00,0.08,500,15000,3669,214.8,27.7,3.50,2.05,1.64,0.97,0.00,0.04,0.04,3.29,1.96,0.21,0.09,
1,8,0,LongPine,80,1196.0,3.1,0.00,0.00,1.20,0.13,10.23,2.19,2.19,1.00,0.05,0.00,0.64,0.75,1.00,0.03,500,15000,3675,1199.1,27.7,4.81,2.83,2.26,1.33,0.00,0.05,0.05,3.62,2.70,1.20,0.13,
1,8,0,BlueJackOak,80,37.3,0.3,0.00,0.00,0.04,0.00,10.23,0.10,0.17,0.12,0.01,0.00,0.05,0.82,1.00,0.06,250,15000,3681,37.6,27.7,0.28,0.28,0.13,0.13,0.00,0.01,0.01,0.24,0.28,0.04,0.00,
1,8,0,LongPine,70,153.0,1.9,0.00,0.00,0.15,0.08,10.23,0.35,0.35,1.00,0.03,0.00,0.15,0.75,1.00,0.08,500,15000,3682,154.9,27.7,2.92,1.71,1.37,0.80,0.00,0.03,0.03,2.76,1.64,0.15,0.08,
1,8,0,LongPine,60,104.3,1.4,0.00,0.00,0.10,0.06,10.23,0.24,0.24,1.00,0.02,0.00,0.11,0.75,1.00,0.09,500,15000,3687,105.8,27.7,2.26,1.33,1.06,0.62,0.00,0.02,0.02,2.15,1.27,0.10,0.06,
1,8,0,LongPine,50,92.1,1.3,0.00,0.00,0.09,0.05,10.23,0.21,0.21,1.00,0.02,0.00,0.09,0.75,1.00,0.09,500,15000,3691,93.4,27.7,2.06,1.21,0.97,0.57,0.00,0.02,0.02,1.97,1.16,0.09,0.05,
1,8,0,LongPine,40,53.4,0.8,0.00,0.00,0.05,0.04,10.23,0.12,0.12,1.00,0.01,0.00,0.06,0.75,1.00,0.10,500,15000,3694,54.2,27.7,1.33,0.78,0.62,0.37,0.00,0.01,0.01,1.27,0.74,0.05,0.04,
1,8,0,TurkeyOak,40,6.0,0.1,0.00,0.00,0.01,0.00,10.23,0.10,0.03,0.02,0.00,0.00,0.05,0.82,1.00,0.01,250,15000,3696,6.1,27.7,0.05,0.05,0.02,0.02,0.00,0.00,0.00,0.04,0.05,0.01,0.00,
1,8,0,BlueJackOak,40,3.0,0.0,0.00,0.00,0.00,0.00,10.23,0.10,0.01,0.01,0.00,0.00,0.05,0.82,1.00,0.01,250,15000,3696,3.0,27.7,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.00,
1,8,0,LongPine,30,20.6,0.4,0.00,0.00,0.02,0.01,10.23,0.10,0.05,1.00,0.01,0.00,0.05,0.75,1.00,0.05,500,15000,3696,20.9,27.7,0.56,0.33,0.26,0.16,0.00,0.01,0.01,0.54,0.32,0.02,0.01,
1,8,0,TurkeyOak,30,5.0,0.0,0.00,0.00,0.01,0.00,10.23,0.10,0.02,0.02,0.00,0.00,0.05,0.82,1.00,0.01,250,15000,3697,5.1,27.7,0.04,0.04,0.02,0.02,0.00,0.00,0.00,0.04,0.04,0.01,0.00,
1,8,0,LongPine,20,2.1,0.0,0.00,0.00,0.00,0.00,10.23,0.10,0.00,1.00,0.00,0.00,0.05,0.75,1.00,0.01,500,15000,3697,2.1,27.7,0.06,0.03,0.03,0.02,0.00,0.00,0.00,0.06,0.03,0.00,0.00,
1,9,0,LongPine,270,9.5,0.3,0.01,0.00,0.01,0.01,9.14,0.10,0.02,1.00,0.00,0.00,0.05,0.93,0.91,0.02,500,15000,3697,9.8,25.2,0.24,0.14,0.11,0.07,0.00,0.00,0.00,0.22,0.13,0.02,0.01,
1,9,0,LongPine,240,18.0,0.6,0.00,0.00,0.02,0.02,9.14,0.10,0.04,1.00,0.00,0.00,0.05,0.93,0.91,0.04,500,15000,3698,18.5,25.2,0.44,0.26,0.21,0.12,0.00,0.00,0.00,0.42,0.23,0.02,0.02,
1,9,0,LongPine,230,414.2,5.3,0.06,0.00,0.41,0.22,9.14,0.89,0.89,1.00,0.04,0.00,0.34,0.93,0.91,0.05,500,15000,3699,419.5,25.2,4.02,2.36,1.89,1.11,0.00,0.04,0.04,3.55,2.14,0.47,0.22,
1,9,0,LongPine,200,43.2,1.3,0.00,0.00,0.04,0.05,9.14,0.10,0.10,1.00,0.01,0.00,0.05,0.93,0.91,0.08,500,15000,3705,44.5,25.2,0.99,0.58,0.47,0.27,0.00,0.01,0.01,0.94,0.53,0.05,0.05,
1,9,0,LongPine,190,42.1,1.3,0.00,0.00,0.04,0.05,9.14,0.10,0.10,1.00,0.01,0.00,0.05,0.93,0.91,0.08,500,15000,3706,43.4,25.2,0.97,0.57,0.46,0.27,0.00,0.01,0.01,0.93,0.52,0.04,0.05,
1,9,0,LongPine,180,42.1,1.3,0.00,0.00,0.04,0.05,9.14,0.10,0.10,1.00,0.01,0.00,0.05,0.93,0.91,0.08,500,15000,3707,43.4,25.2,0.97,0.57,0.46,0.27,0.00,0.01,0.01,0.93,0.52,0.04,0.05,
1,9,0,LongPine,170,98.2,2.5,0.00,0.00,0.10,0.11,9.14,0.23,0.23,1.00,0.02,0.00,0.10,0.93,0.91,0.07,500,15000,3708,100.8,25.2,1.95,1.14,0.92,0.54,0.00,0.02,0.02,1.85,1.04,0.10,0.11,
1,9,0,LongPine,160,110.6,2.8,0.00,0.00,0.11,0.12,9.14,0.25,0.25,1.00,0.02,0.00,0.11,0.93,0.91,0.07,500,15000,3711,113.4,25.2,2.13,1.25,1.00,0.59,0.00,0.02,0.02,2.01,1.13,0.11,0.12,
1,9,0,LongPine,150,83.8,2.3,0.00,0.00,0.08,0.09,9.14,0.19,0.19,1.00,0.02,0.00,0.09,0.93,0.91,0.08,500,15000,3714,86.0,25.2,1.73,1.01,0.81,0.48,0.00,0.02,0.02,1.64,0.92,0.08,0.09,
1,9,0,LongPine,140,130.2,3.1,0.00,0.00,0.13,0.13,9.14,0.30,0.30,1.00,0.03,0.00,0.13,0.93,0.91,0.07,500,15000,3716,133.3,25.2,2.38,1.40,1.12,0.66,0.00,0.02,0.03,2.25,1.27,0.13,0.13,
1,9,0,LongPine,130,148.6,3.4,0.00,0.00,0.15,0.14,9.14,0.34,0.34,1.00,0.03,0.00,0.15,0.93,0.91,0.07,500,15000,3719,152.0,25.2,2.60,1.52,1.22,0.72,0.00,0.03,0.03,2.45,1.38,0.15,0.14,
1,9,0,LongPine,120,204.7,4.1,0.00,0.00,0.20,0.17,9.14,0.46,0.46,1.00,0.03,0.00,0.19,0.93,0.91,0.06,500,15000,3723,208.8,25.2,3.12,1.83,1.47,0.86,0.00,0.03,0.03,2.92,1.66,0.21,0.17,
1,9,0,LongPine,110,167.0,3.6,0.00,0.00,0.17,0.15,9.14,0.38,0.38,1.00,0.03,0.00,0.16,0.93,0.91,0.07,500,15000,3728,170.6,25.2,2.79,1.64,1.31,0.77,0.00,0.03,0.03,2.62,1.49,0.17,0.15,
1,9,0,LongPine,100,236.1,4.4,0.00,0.00,0.24,0.18,9.14,0.53,0.53,1.00,0.04,0.00,0.22,0.93,0.91,0.06,500,15000,3732,240.5,25.2,3.35,1.97,1.57,0.92,0.00,0.03,0.04,3.11,1.78,0.24,0.18,
1,9,0,LongPine,90,215.9,4.2,0.00,0.00,0.22,0.17,9.14,0.48,0.48,1.00,0.03,0.00,0.20,0.93,0.91,0.06,500,15000,3737,220.0,25.2,3.21,1.88,1.51,0.89,0.00,0.03,0.03,2.99,1.71,0.22,0.17,
1,9,0,LongPine,80,1199.6,5.8,0.00,0.00,1.20,0.24,9.14,2.20,2.20,1.00,0.05,0.00,0.64,0.93,0.91,0.03,500,15000,3741,1205.4,25.2,4.41,2.59,2.07,1.22,0.00,0.05,0.05,3.21,2.35,1.20,0.24,
1,9,0,BlueJackOak,80,37.5,0.6,0.00,0.00,0.04,0.58,9.14,0.10,0.17,0.22,0.01,0.00,0.05,1.00,0.97,0.05,250,15000,3746,38.1,25.2,0.25,0.25,0.12,0.12,0.00,0.01,0.01,0.21,-0.32,0.04,0.58,
1,9,0,LongPine,70,155.8,3.5,0.00,0.00,0.16,0.15,9.14,0.35,0.35,1.00,0.03,0.00,0.15,0.93,0.91,0.07,500,15000,3745,159.3,25.2,2.67,1.57,1.26,0.74,0.00,0.03,0.03,2.52,1.42,0.16,0.15,
1,9,0,LongPine,60,106.5,2.7,0.00,0.00,0.11,0.11,9.14,0.24,0.24,1.00,0.02,0.00,0.11,0.93,0.91,0.07,500,15000,3749,109.2,25.2,2.07,1.22,0.97,0.57,0.00,0.02,0.02,1.96,1.10,0.11,0.11,
1,9,0,LongPine,50,94.1,2.5,0.00,0.00,0.09,0.10,9.14,0.22,0.22,1.00,0.02,0.00,0.10,0.93,0.91,0.08,500,15000,3752,96.6,25.2,1.89,1.11,0.89,0.52,0.00,0.02,0.02,1.79,1.01,0.09,0.10,
1,9,0,LongPine,40,54.7,1.6,0.00,0.00,0.05,0.07,9.14,0.13,0.13,1.00,0.01,0.00,0.06,0.93,0.91,0.08,500,15000,3755,56.2,25.2,1.22,0.71,0.57,0.34,0.00,0.01,0.01,1.16,0.65,0.05,0.07,
1,9,0,TurkeyOak,40,6.1,0.1,0.00,0.00,0.01,0.10,9.14,0.10,0.03,0.04,0.00,0.00,0.05,1.00,0.97,0.01,250,15000,3757,6.2,25.2,0.04,0.04,0.02,0.02,0.00,0.00,0.00,0.04,-0.06,0.01,0.10,
1,9,0,BlueJackOak,40,3.0,0.1,0.00,0.00,0.00,0.05,9.14,0.10,0.01,0.02,0.00,0.00,0.05,1.00,0.97,0.00,250,15000,3757,3.1,25.2,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.02,-0.03,0.00,0.05,
1,9,0,LongPine,30,21.1,0.7,0.00,0.00,0.02,0.03,9.14,0.10,0.05,1.00,0.01,0.00,0.05,0.93,0.91,0.04,500,15000,3757,21.8,25.2,0.52,0.30,0.24,0.14,0.00,0.01,0.01,0.49,0.27,0.02,0.03,
1,9,0,TurkeyOak,30,5.1,0.1,0.00,0.00,0.01,0.08,9.14,0.10,0.02,0.03,0.00,0.00,0.05,1.00,0.97,0.01,250,15000,3758,5.2,25.2,0.04,0.04,0.02,0.02,0.00,0.00,0.00,0.03,-0.05,0.01,0.08,
1,9,0,LongPine,20,2.1,0.1,0.00,0.00,0.00,0.00,9.14,0.10,0.00,1.00,0.00,0.00,0.05,0.93,0.91,0.00,500,15000,3758,2.2,25.2,0.05,0.03,0.03,0.02,0.00,0.00,0.00,0.05,0.03,0.00,0.00,
1,10,0,LongPine,270,9.7,0.4,0.01,0.00,0.01,0.02,7.07,0.10,0.02,1.00,0.00,0.00,0.05,1.00,0.46,0.03,500,15000,3758,10.2,20.1,0.21,0.12,0.10,0.06,0.00,0.00,0.00,0.19,0.10,0.02,0.02,
1,10,0,LongPine,240,18.4,0.8,0.00,0.00,0.02,0.03,7.07,0.10,0.04,1.00,0.00,0.00,0.05,1.00,0.46,0.06,500,15000,3758,19.2,20.1,0.39,0.23,0.18,0.11,0.00,0.00,0.00,0.37,0.20,0.02,0.03,
1,10,0,LongPine,230,417.8,7.4,0.06,0.00,0.42,0.31,7.07,0.89,0.89,1.00,0.04,0.00,0.34,1.00,0.46,0.07,500,15000,3758,425.2,20.1,3.57,2.10,1.68,0.99,0.00,0.04,0.04,3.10,1.79,0.48,0.31,
1,10,0,LongPine,200,44.1,1.8,0.00,0.00,0.04,0.08,7.07,0.10,0.10,1.00,0.01,0.00,0.05,1.00,0.46,0.13,500,15000,3763,45.9,20.1,0.88,0.52,0.41,0.24,0.00,0.01,0.01,0.83,0.44,0.05,0.08,
1,10,0,LongPine,190,43.0,1.8,0.00,0.00,0.04,0.07,7.07,0.10,0.10,1.00,0.01,0.00,0.05,1.00,0.46,0.13,500,15000,3765,44.8,20.1,0.86,0.51,0.41,0.24,0.00,0.01,0.01,0.82,0.43,0.04,0.07,
1,10,0,LongPine,180,43.0,1.8,0.00,0.00,0.04,0.07,7.07,0.10,0.10,1.00,0.01,0.00,0.05,1.00,0.46,0.13,500,15000,3767,44.8,20.1,0.86,0.51,0.41,0.24,0.00,0.01,0.01,0.82,0.43,0.04,0.07,
1,10,0,LongPine,170,100.1,3.6,0.00,0.00,0.10,0.15,7.07,0.23,0.23,1.00,0.02,0.00,0.10,1.00,0.46,0.12,500,15000,3769,103.7,20.1,1.73,1.02,0.81,0.48,0.00,0.02,0.02,1.63,0.87,0.10,0.15,
1,10,0,LongPine,160,112.6,3.9,0.00,0.00,0.11,0.16,7.07,0.26,0.26,1.00,0.02,0.00,0.11,1.00,0.46,0.12,500,15000,3772,116.5,20.1,1.89,1.11,0.89,0.52,0.00,0.02,0.02,1.78,0.95,0.11,0.16,
1,10,0,LongPine,150,85.4,3.2,0.00,0.00,0.09,0.13,7.07,0.20,0.20,1.00,0.02,0.00,0.09,1.00,0.46,0.12,500,15000,3775,88.6,20.1,1.54,0.90,0.72,0.42,0.00,0.02,0.02,1.45,0.77,0.09,0.13,
1,10,0,LongPine,140,132.4,4.4,0.00,0.00,0.13,0.18,7.07,0.30,0.30,1.00,0.02,0.00,0.13,1.00,0.46,0.11,500,15000,3777,136.8,20.1,2.12,1.24,1.00,0.58,0.00,0.02,0.02,1.98,1.06,0.13,0.18,
1,10,0,LongPine,130,151.0,4.8,0.00,0.00,0.15,0.20,7.07,0.34,0.34,1.00,0.02,0.00,0.15,1.00,0.46,0.11,500,15000,3780,155.8,20.1,2.31,1.36,1.09,0.64,0.00,0.02,0.02,2.16,1.16,0.15,0.20,
1,10,0,LongPine,120,207.6,5.7,0.00,0.00,0.21,0.24,7.07,0.47,0.47,1.00,0.03,0.00,0.20,1.00,0.46,0.10,500,15000,3784,213.3,20.1,2.78,1.63,1.30,0.77,0.00,0.03,0.03,2.57,1.39,0.21,0.24,
1,10,0,LongPine,110,169.6,5.1,0.00,0.00,0.17,0.21,7.07,0.38,0.38,1.00,0.03,0.00,0.16,1.00,0.46,0.11,500,15000,3788,174.7,20.1,2.48,1.46,1.17,0.68,0.00,0.03,0.03,2.31,1.24,0.17,0.21,
1,10,0,LongPine,100,239.2,6.2,0.00,0.00,0.24,0.26,7.07,0.53,0.53,1.00,0.03,0.00,0.22,1.00,0.46,0.09,500,15000,3792,245.4,20.1,2.98,1.75,1.40,0.82,0.00,0.03,0.03,2.74,1.49,0.24,0.26,
1,10,0,LongPine,90,218.8,5.9,0.00,0.00,0.22,0.25,7.07,0.49,0.49,1.00,0.03,0.00,0.21,1.00,0.46,0.10,500,15000,3796,224.7,20.1,2.85,1.68,1.34,0.79,0.00,0.03,0.03,2.63,1.43,0.22,0.25,
1,10,0,LongPine,80,1202.8,8.1,0.00,0.00,1.20,0.34,7.07,2.20,2.20,1.00,0.04,0.00,0.65,1.00,0.46,0.04,500,15000,3800,1210.9,20.1,3.92,2.31,1.84,1.08,0.00,0.04,0.04,2.72,1.97,1.20,0.34,
1,10,0,BlueJackOak,80,37.7,0.3,0.00,0.00,0.04,0.25,7.07,0.10,0.18,0.10,0.01,0.01,0.05,1.00,0.68,0.12,250,15000,3805,38.0,20.1,0.47,0.47,0.22,0.22,0.00,0.01,0.01,0.43,0.21,0.04,0.25,
1,10,0,LongPine,70,158.3,4.9,0.00,0.00,0.16,0.20,7.07,0.36,0.36,1.00,0.03,0.00,0.16,1.00,0.46,0.11,500,15000,3806,163.2,20.1,2.38,1.40,1.12,0.66,0.00,0.02,0.03,2.22,1.19,0.16,0.20,
1,10,0,LongPine,60,108.5,3.8,0.00,0.00,0.11,0.16,7.07,0.25,0.25,1.00,0.02,0.00,0.11,1.00,0.46,0.12,500,15000,3809,112.3,20.1,1.84,1.08,0.87,0.51,0.00,0.02,0.02,1.73,0.92,0.11,0.16,
1,10,0,LongPine,50,95.9,3.5,0.00,0.00,0.10,0.14,7.07,0.22,0.22,1.00,0.02,0.00,0.10,1.00,0.46,0.12,500,15000,3811,99.4,20.1,1.68,0.99,0.79,0.46,0.00,0.02,0.02,1.58,0.84,0.10,0.14,
1,10,0,LongPine,40,55.8,2.2,0.00,0.00,0.06,0.09,7.07,0.13,0.13,1.00,0.01,0.00,0.06,1.00,0.46,0.13,500,15000,3813,58.1,20.1,1.08,0.64,0.51,0.30,0.00,0.01,0.01,1.03,0.54,0.06,0.09,
