"year","c_so","n_so"
2002,14.0264466206702,0.607535203130141
2003,14.0264466206702,0.607535203130141
2004,14.0264466206702,0.607535203130141
2005,14.0264466206702,0.607535203130141
2006,14.0264466206702,0.607535203130141
2007,14.0264466206702,0.607535203130141
2008,14.0264466206702,0.607535203130141
2009,14.0264466206702,0.607535203130141
2010,14.0264466206702,0.607535203130141
2011,14.0264466206702,0.607535203130141
2012,14.0264466206702,0.607535203130141
