"year","c_so","n_so"
2009,9.52070025383739,0.412375330622396
2010,9.52070025383739,0.412375330622396
2011,9.52070025383739,0.412375330622396
2012,9.52070025383739,0.412375330622396
2013,9.52070025383739,0.412375330622396
