"id","species","type","age","dbh","n_trees","height","crown_l","crown_r","crown_a","ba","crown_a_cumsum","biomass_ag","biomass_stem","biomass_branch","biomass_leaf","biomass_root_coarse","biomass_root_fine","biomass_soil","biomass_bg","biomass_total","c_ag","c_bg","c_total","anpp","n_ag","n_bg","n_total","annp","year"
55,"QUVI","adult",NA,57.1023808,2,27.3965084458967,23.5832832704,6.7951833152,145.061521150843,0.256093955878435,287.329338491328,4895.71594807541,3427.00116365278,1126.01466805734,342.700116365278,999.261958479635,33.0190627645458,3329.08684469128,4361.36786593546,9257.08381401086,1713.65058182639,587.583425769049,2301.23400759544,27.0139145788075,53.5360767171064,41.1042263285836,94.6403030456901,0.596411924681206,2012
54,"QUVI","adult",NA,55.1023808,2,27.16836736097,22.7572832704,6.5571833152,135.077969285287,0.238468831926307,554.789658891899,4487.6618899009,3141.36332293063,1032.16223467721,314.136332293063,917.110128773201,31.1152939828596,3051.61008513261,3999.83550788868,8487.49739778958,1570.83166146532,538.616938788108,2109.44860025342,25.6578559019708,51.4189621540739,38.9871117655511,90.406073919625,0.56647292553788,2012
46,"PIPA","adult",NA,60.0450712,2,26.1207083512977,24.7986144056,5.2239211944,85.7320297917004,0.283168946592942,724.764817746581,4818.49700477833,3372.94790334483,1108.25431109902,337.294790334483,981.784481427985,31.2564581110381,3276.57796324926,4289.61890278829,9108.11590756661,1686.62395167241,578.317152573399,2264.94110424581,25.9856060375832,66.6315982658698,33.7195291497393,100.351127415609,0.41346262082341,2012
49,"QUNI","adult",NA,47.975,2,26.1801794573131,19.813675,5.709025,102.393823959982,0.1807677130875,921.156425878595,3200.22744499399,2240.15921149579,736.052312348618,224.015921149579,657.163157351375,24.7044675349944,2176.15466259591,2858.02228748228,6058.24973247628,1120.2296057479,384.124805399279,1504.35441114718,74.9200928588582,44.7393417516798,32.3074913631569,77.0468331148367,1.65408225634579,2012
45,"PIPA","adult",NA,57.0450712,2,25.7131483937161,23.5596144056,4.9629211944,77.3792704873864,0.255580167240654,1074.50061747467,4207.29070653274,2945.10349457291,967.676862502529,294.510349457292,858.777825330156,28.398092434516,2860.95768044226,3748.13359820693,7955.42430473967,1472.70174728646,504.972396783928,1977.67414407039,23.8781709841764,64.3462147720556,31.434145655925,95.7803604279805,0.37993076402789,2012
44,"PIPA","adult",NA,56.0450712,2,25.5679928079406,23.1466144056,4.8759211944,74.6901322451285,0.246698067456558,1222.49138303622,4014.9075100253,2810.43525701771,923.42872730582,281.043525701771,820.013169218445,27.4737123854285,2730.13710681721,3577.62398842108,7592.53149844638,1405.36762850886,481.886413203036,1887.25404171189,23.1913223417691,63.62686782971,30.7147987135794,94.3416665432894,0.369002166119202,2012
43,"PIPA","adult",NA,55.0450712,2,25.4179221595464,22.7336144056,4.7889211944,72.0485514324606,0.237973047672462,1365.22383742245,3828.09401212238,2679.66580848567,880.461622788148,267.966580848567,782.347438388276,26.5635901529402,2603.10392824322,3412.01495678444,7240.10896890682,1339.98290424283,459.468793454686,1799.45169769752,22.5123698089371,62.9283467481136,30.016277631983,92.9446243800966,0.358199204924716,2012
42,"PIPA","adult",NA,54.0450712,2,25.262770021314,22.3206144056,4.7019211944,69.4545280493827,0.229405107888366,1502.79309549253,3646.78575885917,2552.75003120142,838.760724537608,255.275003120142,745.768595766259,25.6677588501832,2479.81431602423,3251.25067064068,6898.03642949984,1276.52501560071,437.7118030631,1714.23681866381,21.8413639228165,62.250410525124,29.3383414089934,91.5887519341175,0.347522684551762,2012
41,"PIPA","adult",NA,53.0450712,2,25.1023643306898,21.9076144056,4.6149211944,66.9080620958949,0.22099424810427,1635.29427210564,3470.91788095689,2429.64251666982,798.311112620084,242.964251666982,710.264519063309,24.7862522765106,2360.22415905068,3095.2749303905,6566.19281134739,1214.97125833491,416.607657714827,1631.57891604974,21.1783564819095,61.5928166056836,28.680747489553,90.2735640952366,0.336973429177604,2012
40,"PIPA","adult",NA,52.0450712,2,24.9365271989702,21.4946144056,4.5279211944,64.4091535719972,0.212740468320174,1762.82248212096,3300.42508338504,2310.29755836953,759.097769178559,231.029755836953,675.82299857727,23.9191049448195,2244.28905670183,2944.03116022392,6244.45624360895,1155.29877918476,396.148522006204,1551.44730119097,20.5234006018729,60.9553208427908,28.0432517266602,88.9985725694511,0.326552283936962,2012
